time/fps,time/time_elapsed,time/total_timesteps,time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,train/explained_variance,train/entropy_loss,train/loss,train/std,train/value_loss,train/clip_fraction,train/n_updates,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/clip_range
9,23913,231424,113,861.92,-1531.1089533100003,0.4253365397453308,-2.4440927490592004,954.087646484375,0.8294073343276978,4055.402391958237,0.033984375,1120,0.0003,-0.002841587139846524,0.005169727,0.2
9,24124,233472,114,860.57,-1556.9993757200002,0.8244213163852692,-2.439042168110609,679.2811889648438,0.8269349336624146,337.4333297491074,0.044970703125,1130,0.0003,-0.004684791879117256,0.0062091993,0.2
9,24335,235520,115,856.0,-1578.3149372,0.9394552037119865,-2.43261830881238,79.15108489990234,0.8238977193832397,323.5748288273811,0.04267578125,1140,0.0003,-0.005188097039354034,0.0037316626,0.2
9,24547,237568,116,849.62,-1582.46415141,0.8246776759624481,-2.4259541131556035,14.645946502685547,0.8221480846405029,342.64621966481207,0.03876953125,1150,0.0003,-0.002637250378029421,0.0043582916,0.2
9,24758,239616,117,848.47,-1582.1064009300003,0.8764050528407097,-2.4266259841620923,399.42889404296875,0.8243253231048584,469.2373603671789,0.0546875,1160,0.0003,-0.004890379893913633,0.006067656,0.2
9,24969,241664,118,848.47,-1580.8262956,0.9379787407815456,-2.426803544163704,146.12451171875,0.8227500915527344,270.9533592581749,0.059375,1170,0.0003,-0.006666128750657663,0.005695103,0.2
9,25180,243712,119,848.47,-1568.8237234599999,0.8973535895347595,-2.420679185539484,13.739408493041992,0.8189536333084106,105.41574916243553,0.08359375,1180,0.0003,-0.006461365566792665,0.008206399,0.2
9,25391,245760,120,848.47,-1582.4793635499998,0.9396077208220959,-2.3928367018699648,6.746285915374756,0.8056754469871521,51.302163784205916,0.077587890625,1190,0.0003,-0.002642660312994849,0.007695539,0.2
9,25602,247808,121,851.39,-1588.80753387,0.9348064810037613,-2.3695076026022432,40.09885787963867,0.797634482383728,94.72507597208023,0.059130859375,1200,0.0003,-0.0048347284726332875,0.00609443,0.2
9,25813,249856,122,851.39,-1594.78150579,0.9372677206993103,-2.353913291543722,8.70263671875,0.7915866374969482,82.5387175142765,0.091943359375,1210,0.0003,-0.008003208677109797,0.0081237815,0.2
9,26025,251904,123,858.74,-1608.52213704,0.43151575326919556,-2.3267346478998663,8.714020729064941,0.78007972240448,34.02708587348461,0.12041015625,1220,0.0003,-0.0011983511576545425,0.008899277,0.2
9,26236,253952,124,858.74,-1611.0742420400002,-0.035747408866882324,-2.314255380630493,17.896398544311523,0.7771029472351074,2933.7886551201345,0.07451171875,1230,0.0003,-0.005023579765111208,0.008244604,0.2
9,26447,256000,125,858.74,-1624.4281711400001,0.9413474425673485,-2.309218957275152,23.8863582611084,0.7748125791549683,140.74267153143882,0.057421875,1240,0.0003,-0.005970470547617878,0.0057690344,0.2
9,26658,258048,126,870.62,-1666.41773257,0.8546791970729828,-2.305384162813425,28.917926788330078,0.7780897617340088,74.72571810483933,0.045751953125,1250,0.0003,-0.004417712414579,0.006196885,0.2
9,26869,260096,127,872.64,-1665.99749552,0.5470291972160339,-2.317130748182535,81.73287200927734,0.7841747999191284,195.79007025957108,0.0375,1260,0.0003,-0.005078646085166838,0.006010983,0.2
9,27080,262144,128,874.4,-1670.19978215,0.6948491930961609,-2.323561429977417,11.790887832641602,0.7826743125915527,41.26243173182011,0.0904296875,1270,0.0003,-0.0056358168018050495,0.0084152445,0.2
9,27291,264192,129,879.19,-1671.3085493499998,0.9169339910149574,-2.3197161011397838,2.6395065784454346,0.7798458337783813,20.596369178593157,0.090966796875,1280,0.0003,-0.005145771602110471,0.005070162,0.2
9,27502,266240,130,882.62,-1672.8556861499997,0.8954342007637024,-2.319659163802862,3.593538761138916,0.78211510181427,14.5469296336174,0.081103515625,1290,0.0003,-0.0016349976678611711,0.011210848,0.2
