train/actor_loss,train/ent_coef_loss,time/episodes,train/critic_loss,train/n_updates,train/ent_coef,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/learning_rate
154.498291015625,0.10477669537067413,168,402.5135803222656,885351,0.16058571636676788,9,191.73,3813,-113.69003564999998,35952,0.0003
153.42373657226562,-0.04505378007888794,172,207.0506134033203,885963,0.16315405070781708,9,189.47,3879,-110.66402881999998,36564,0.0003
87.57469177246094,0.06371444463729858,176,174.398681640625,886635,0.1599871814250946,9,186.91,3951,-117.85200152000003,37236,0.0003
173.52413940429688,-0.22908031940460205,180,201.66561889648438,887298,0.16012796759605408,9,183.61,4022,-90.13877977000001,37899,0.0003
175.2833251953125,0.10914738476276398,184,172.25393676757812,888156,0.15865270793437958,9,177.03,4113,-122.01147825,38757,0.0003
143.92788696289062,0.09280749410390854,188,189.12661743164062,888668,0.1629454493522644,9,175.47,4170,-99.89810219,39269,0.0003
192.81558227539062,0.058835335075855255,192,141.14785766601562,889523,0.1594681441783905,9,172.97,4260,-85.95686477000001,40124,0.0003
178.12503051757812,0.08662331104278564,196,240.3585205078125,890190,0.16054120659828186,9,173.84,4332,-93.59943671,40791,0.0003
123.23857116699219,0.19684460759162903,200,190.28555297851562,891500,0.1623276323080063,9,180.33,4468,-112.87363141999998,42101,0.0003
138.16885375976562,0.5085338354110718,204,221.79739379882812,891955,0.16077671945095062,9,181.38,4519,-149.64144677000002,42556,0.0003
151.22589111328125,0.07187385857105255,208,130.39694213867188,892533,0.15985126793384552,9,180.18,4582,-114.28224782000001,43134,0.0003
117.85498046875,0.11182034015655518,212,291.6321716308594,893009,0.16150116920471191,9,176.47,4635,-153.15664895999998,43610,0.0003
132.550537109375,0.24118930101394653,216,215.8171844482422,893899,0.16302050650119781,9,177.46,4729,-177.78073211,44500,0.0003
137.2290802001953,-0.26013246178627014,220,199.07830810546875,894573,0.16200114786624908,9,177.28,4801,-170.57480493999992,45174,0.0003
181.16030883789062,-0.2532894015312195,224,436.86785888671875,895174,0.16014054417610168,9,174.85,4867,-145.86857157999998,45775,0.0003
144.75234985351562,-0.18397068977355957,228,245.49169921875,896297,0.16069604456424713,9,179.67,4984,-139.54153910000002,46898,0.0003
157.41973876953125,0.3494994640350342,232,249.93069458007812,896913,0.16100488603115082,9,179.94,5051,-166.81223341,47514,0.0003
181.24859619140625,-0.20275692641735077,236,206.7155303955078,897845,0.16225016117095947,9,181.78,5149,-154.13472095000006,48446,0.0003
211.78158569335938,-0.573903501033783,240,228.1858673095703,898967,0.1632939875125885,9,185.96,5266,-169.53354422,49568,0.0003
181.7745819091797,0.014180291444063187,244,281.003173828125,899522,0.16114714741706848,9,182.5,5327,-142.35245537000003,50123,0.0003
161.3469696044922,0.09225021302700043,248,196.0287322998047,900206,0.16299167275428772,9,184.08,5401,-147.27539960000001,50807,0.0003
160.7432861328125,-0.1817626804113388,252,201.78282165527344,901098,0.16494330763816833,9,184.29,5495,-151.80181280000002,51699,0.0003
166.07080078125,0.06299204379320145,256,182.09246826171875,901631,0.16723765432834625,9,180.86,5554,-126.48664359000003,52232,0.0003
173.36227416992188,-0.007902264595031738,260,155.99850463867188,902016,0.16361509263515472,9,178.58,5597,-99.23230459999999,52617,0.0003
162.8942413330078,-0.15902316570281982,264,205.34860229492188,902706,0.16656337678432465,9,179.58,5672,-137.54999078,53307,0.0003
182.20423889160156,0.014333069324493408,268,171.2370147705078,903327,0.16483522951602936,9,179.76,5739,-135.28453932999997,53928,0.0003
149.07876586914062,0.17643041908740997,272,278.84210205078125,903881,0.17005498707294464,9,179.18,5799,-166.5466965,54482,0.0003
175.17897033691406,-0.1994277834892273,276,363.37506103515625,904659,0.16712084412574768,9,180.24,5882,-157.00601024000005,55260,0.0003
243.529541015625,-0.2910289168357849,280,192.24349975585938,905282,0.1629246175289154,9,179.84,5950,-174.42953833999994,55883,0.0003
159.27493286132812,-0.12276285886764526,284,202.03372192382812,906670,0.16719509661197662,9,185.14,6094,-167.82719459,57271,0.0003
136.15740966796875,-0.42086470127105713,288,196.90719604492188,907076,0.1678658276796341,9,184.08,6140,-145.74624395000004,57677,0.0003
121.83064270019531,-0.055280670523643494,292,325.93743896484375,907936,0.16679967939853668,9,184.13,6231,-103.37401253999998,58537,0.0003
176.8864288330078,-0.08636681735515594,296,166.576904296875,908595,0.16559885442256927,9,184.05,6302,-61.80850061999999,59196,0.0003
200.32058715820312,-0.5119200944900513,300,164.5025177001953,908948,0.1641283929347992,9,174.48,6342,-34.53183584000001,59549,0.0003
121.0949478149414,0.45770376920700073,304,281.16217041015625,910160,0.16801705956459045,9,182.05,6469,-59.19709447,60761,0.0003
123.87513732910156,-0.2970174252986908,308,279.6664123535156,910636,0.16726604104042053,9,181.03,6522,-75.70377041000003,61237,0.0003
120.88230895996094,0.07084420323371887,312,216.64535522460938,910999,0.16682057082653046,9,179.9,6563,-18.066240410000013,61600,0.0003
177.19107055664062,-0.7830213308334351,316,464.41400146484375,912462,0.16759754717350006,9,185.63,6715,-50.02020151000002,63063,0.0003
174.6674041748047,0.05845673382282257,320,178.61766052246094,913096,0.16316796839237213,9,185.23,6783,-11.362430900000025,63697,0.0003
158.54171752929688,0.08716253936290741,324,238.42050170898438,914084,0.16436226665973663,9,189.1,6887,-5.590056970000019,64685,0.0003
134.5999298095703,0.16121545433998108,328,199.31597900390625,915283,0.16394469141960144,9,189.86,7012,3.8529851199999907,65884,0.0003
92.44544982910156,0.6793296337127686,332,286.10968017578125,916204,0.16511796414852142,9,192.91,7109,37.96669483000001,66805,0.0003
185.9140625,-0.28037649393081665,336,163.32586669921875,916657,0.16660721600055695,9,188.12,7160,72.9779113,67258,0.0003
137.6296844482422,0.3328995108604431,340,171.2735595703125,917475,0.16731059551239014,9,185.08,7247,89.86354234000001,68076,0.0003
161.32797241210938,-0.2985398769378662,344,323.9224548339844,917979,0.16757576167583466,9,184.57,7302,92.79587652000002,68580,0.0003
175.82102966308594,-0.6904415488243103,348,177.5455322265625,919069,0.16626429557800293,9,188.63,7416,108.64467281000002,69670,0.0003
160.7659454345703,0.2591749429702759,352,207.99197387695312,920217,0.16804957389831543,9,191.19,7536,106.90988510999999,70818,0.0003
156.72769165039062,0.013331741094589233,356,203.67823791503906,921109,0.16386769711971283,9,194.78,7631,80.65957361,71710,0.0003
212.99038696289062,-0.500872790813446,360,257.8065490722656,921866,0.1672053188085556,9,198.5,7711,72.00910820000001,72467,0.0003
144.1756591796875,-0.42765191197395325,364,159.98089599609375,922691,0.1670193374156952,9,199.85,7799,117.40490112000003,73292,0.0003
138.8388214111328,-0.17842420935630798,368,296.3481140136719,923921,0.16156288981437683,9,205.94,7927,99.26100839000006,74522,0.0003
152.43267822265625,0.2850705087184906,372,249.91940307617188,924653,0.1602664440870285,9,207.72,8005,92.32844731000003,75254,0.0003
159.23773193359375,0.13887330889701843,376,282.188720703125,925296,0.15771183371543884,9,206.37,8075,118.35233232999997,75897,0.0003
133.9339599609375,-0.016451507806777954,380,378.69781494140625,926259,0.16603505611419678,9,209.77,8176,91.26906107,76860,0.0003
156.7103271484375,-0.055612001568078995,384,199.53541564941406,927088,0.1646779626607895,9,204.18,8264,121.15962070000006,77689,0.0003
137.74472045898438,0.2448144406080246,388,222.06631469726562,927799,0.16559845209121704,9,207.23,8340,94.84539003000003,78400,0.0003
154.1894989013672,0.6200564503669739,392,256.883056640625,928295,0.16223643720149994,9,203.59,8395,105.78130613000002,78896,0.0003
143.78787231445312,0.1212838739156723,396,194.261962890625,929397,0.16280682384967804,9,208.02,8510,69.80322338,79998,0.0003
147.857666015625,-0.5193569660186768,400,193.62457275390625,930117,0.16387033462524414,9,211.69,8587,76.52392045,80718,0.0003
184.39389038085938,0.10103756189346313,404,259.0343017578125,930773,0.1620713770389557,9,206.13,8658,93.52443475,81374,0.0003
190.57937622070312,-0.2632485032081604,408,391.2550964355469,931632,0.1633460372686386,9,209.96,8749,100.08569909000002,82233,0.0003
114.9399185180664,-0.4829552173614502,412,525.7189331054688,932069,0.1674722284078598,9,210.7,8798,97.54786264,82670,0.0003
114.45303344726562,0.13884972035884857,416,227.57760620117188,932571,0.1647820919752121,9,201.09,8854,161.01683849,83172,0.0003
110.58953857421875,0.09239513427019119,420,206.79437255859375,933206,0.16323794424533844,9,201.1,8922,160.67822242,83807,0.0003
123.86065673828125,-0.0028724223375320435,424,178.58407592773438,933655,0.16236728429794312,9,195.71,8972,162.39567045,84256,0.0003
174.9379425048828,-0.30175623297691345,428,116.69730377197266,934130,0.1620052009820938,9,188.47,9025,170.36544707000002,84731,0.0003
182.29473876953125,-0.9614348411560059,432,173.19845581054688,934737,0.16299113631248474,9,185.33,9090,166.83256898000002,85338,0.0003
112.14927673339844,0.5270798802375793,436,223.21177673339844,935364,0.16399917006492615,9,187.07,9158,147.91574789999999,85965,0.0003
105.05648803710938,0.09511862695217133,440,208.9828338623047,936101,0.16623659431934357,9,186.26,9237,185.26047877999997,86702,0.0003
132.2715301513672,0.15438786149024963,444,197.09780883789062,936492,0.1657966524362564,9,185.13,9281,189.67357504,87093,0.0003
47.03376770019531,0.6221585273742676,448,2936.83544921875,937346,0.16778992116451263,9,182.77,9372,211.01413520999995,87947,0.0003
152.3680419921875,-0.2725376486778259,452,404.1872863769531,938188,0.16994406282901764,9,179.71,9461,201.80175551000005,88789,0.0003
113.2193832397461,0.5082322359085083,456,255.5307159423828,938823,0.17251774668693542,9,177.14,9530,259.44556536,89424,0.0003
128.85983276367188,0.0012123733758926392,460,240.479736328125,939845,0.16631101071834564,9,179.79,9637,228.22471834999996,90446,0.0003
81.29613494873047,-0.17543643712997437,464,263.35272216796875,940521,0.16595053672790527,9,178.3,9710,237.13670472000004,91122,0.0003
161.56182861328125,-0.0916239470243454,468,175.332763671875,941200,0.16553591191768646,9,172.79,9783,237.01904269,91801,0.0003
104.56877899169922,-0.26003408432006836,472,321.2189636230469,941819,0.16733495891094208,9,171.66,9850,272.1845304,92420,0.0003
141.5760040283203,-0.040274858474731445,476,162.96446228027344,942931,0.15918944776058197,9,176.35,9967,254.64798303999999,93532,0.0003
105.61180877685547,-0.041111648082733154,480,181.14535522460938,943767,0.16003724932670593,9,175.08,10055,240.70693657,94368,0.0003
145.87966918945312,-0.17666296660900116,484,243.65744018554688,944723,0.166166752576828,9,176.35,10156,223.6967252,95324,0.0003
136.34608459472656,0.061836328357458115,488,400.1260986328125,945651,0.16713860630989075,9,178.52,10254,237.41289708,96252,0.0003
139.34869384765625,0.4780285060405731,492,248.00460815429688,946333,0.1647409200668335,9,180.38,10327,229.18257016999996,96934,0.0003
143.0323944091797,0.19120195508003235,496,240.27301025390625,947301,0.162937730550766,9,179.04,10429,199.15624430999998,97902,0.0003
115.7706298828125,-0.06683436781167984,500,180.0660400390625,948283,0.16530965268611908,9,181.66,10533,175.86704722000002,98884,0.0003
