time/fps,time/time_elapsed,time/iterations,rollout/ep_rew_mean,rollout/ep_len_mean,time/total_timesteps,train/loss,train/clip_range,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/std,train/n_updates,train/explained_variance,train/approx_kl
9,27815,123,618.7621478599999,117.87,251904,170.6554412841797,0.2,-1.035852324962616,0.139111328125,-0.013397012479254044,0.0003,578.7127519130706,0.40466514229774475,6620,0.9811848048120737,0.014035063
9,28047,124,558.81706437,115.9,253952,48.17942428588867,0.2,-1.0024568682536483,0.24521484375,-0.00871558031940367,0.0003,1186.3628414154052,0.39590054750442505,6630,0.9817524198442698,0.020343311
9,28277,125,517.6925471999999,113.98,256000,564.8042602539062,0.2,-0.9843647671863437,0.106884765625,-0.012911796811386012,0.0003,2888.5229619026186,0.3970075845718384,6640,0.9350371658802032,0.014581796
9,28501,126,494.7229745000001,119.57,258048,3302.369384765625,0.2,-0.9883420705795288,0.066455078125,-0.008995319351379294,0.0003,3150.6797397613527,0.3972986340522766,6650,0.9506163038313389,0.006051424
9,28730,127,439.19993765,121.02,260096,140.3909149169922,0.2,-0.99248405136168,0.125830078125,-0.010809459930169397,0.0003,675.1116124153137,0.39914238452911377,6660,0.9874177360907197,0.02063933
9,28954,128,400.4330645999999,122.77,262144,1228.3328857421875,0.2,-0.9998104594647884,0.078076171875,-0.008728469225752633,0.0003,2408.6067134857176,0.3996410369873047,6670,0.9546790197491646,0.008727241
9,29186,129,437.3160386999999,116.37,264192,176.17494201660156,0.2,-1.0014168817549944,0.1146484375,-0.016701070190174507,0.0003,1312.0584260940552,0.39997559785842896,6680,0.9716728944331408,0.012466448
9,29417,130,468.65761559999993,117.18,266240,284.9541320800781,0.2,-1.0021778732538222,0.11904296875,-0.006486185005633161,0.0003,1591.237245130539,0.4001345634460449,6690,0.9486145488917828,0.013053382
9,29645,131,537.38732927,120.24,268288,212.18853759765625,0.2,-1.0001157416030764,0.1544921875,-0.0069579385904944505,0.0003,1403.0377176761626,0.3983822762966156,6700,0.9627189747989178,0.017033067
9,29870,132,559.7179615699999,118.52,270336,249.5301971435547,0.2,-0.9908498024567962,0.118212890625,-0.009137814174755477,0.0003,1173.2973028659821,0.3967222571372986,6710,0.9793615564703941,0.015950412
9,30107,133,624.8225601299999,113.26,272384,191.29904174804688,0.2,-0.9894688343629241,0.149658203125,-0.007323156594065949,0.0003,1033.6343513488769,0.3977195620536804,6720,0.9838258028030396,0.016312411
9,30334,134,608.11745088,113.68,274432,152.07586669921875,0.2,-1.0002840407192708,0.13994140625,-0.009161995744216255,0.0003,834.3960861921311,0.4018627107143402,6730,0.9762118197977543,0.012208631
9,30561,135,644.8767265900001,113.48,276480,93.82503509521484,0.2,-1.0179859168827534,0.138427734375,-0.014729238901054487,0.0003,646.474869966507,0.403715580701828,6740,0.9833116997033358,0.023006968
9,30792,136,613.2431994699999,113.32,278528,70.39556884765625,0.2,-1.019093432277441,0.216064453125,-0.008849428137182258,0.0003,413.6793605327606,0.4026091992855072,6750,0.98991216160357,0.015083174
9,31020,137,618.9179774099999,112.09,280576,356.810791015625,0.2,-1.0118591226637363,0.0994140625,-0.010191206159652211,0.0003,1548.719577074051,0.4007009267807007,6760,0.9721760787069798,0.012183892
9,31249,138,592.76169731,111.51,282624,2293.87109375,0.2,-1.0088726546615363,0.126318359375,-0.011093985266052186,0.0003,1333.838688659668,0.40161120891571045,6770,0.9729132074862719,0.009633264
9,31481,139,561.22510415,115.33,284672,802.5046997070312,0.2,-1.0103962261229753,0.07197265625,-0.007626423906185664,0.0003,3355.624574661255,0.40129533410072327,6780,0.9375001527369022,0.009891656
9,31713,140,527.49842082,110.1,286720,499.6355285644531,0.2,-1.007533199712634,0.07705078125,-0.008444908371893689,0.0003,2754.10481338501,0.40059664845466614,6790,0.9687033779919147,0.013903793
