rollout/ep_rew_mean,train/actor_loss,time/episodes,time/time_elapsed,train/critic_loss,train/ent_coef,train/n_updates,rollout/ep_len_mean,train/ent_coef_loss,time/fps,time/total_timesteps,train/learning_rate
523.36043811,-238.8110809326172,168,1828,1044.3048095703125,0.6418501138687134,365810,92.96,0.044544097036123276,8,16111,0.0003
523.4715566399999,-299.66888427734375,172,1871,870.1643676757812,0.6390988826751709,366191,91.91,0.01882520690560341,8,16492,0.0003
552.9065132699999,-288.6273498535156,176,1916,1610.447509765625,0.637388288974762,366591,93.35,0.052395422011613846,8,16892,0.0003
585.87171821,-306.26593017578125,180,1945,1023.6570434570312,0.644429624080658,366831,91.82,0.012945687398314476,8,17132,0.0003
614.04014534,-282.8961486816406,184,1993,904.0347900390625,0.6391337513923645,367254,93.51,-0.09335680305957794,8,17555,0.0003
627.91510768,-258.8748474121094,188,2041,796.9781494140625,0.6259208917617798,367681,94.82,0.08057297766208649,8,17982,0.0003
613.9238869799999,-252.4396514892578,192,2086,765.3630981445312,0.6310209035873413,368083,94.45,0.03409356623888016,8,18384,0.0003
627.13133206,-271.6984558105469,196,2132,1007.6310424804688,0.6330987811088562,368489,95.87,-0.1302703619003296,8,18790,0.0003
625.24370397,-256.3903503417969,200,2190,794.584716796875,0.6223717927932739,369022,98.02,-0.06754545867443085,8,19323,0.0003
639.23899078,-259.0350341796875,204,2247,692.4402465820312,0.6226128339767456,369537,99.11,-0.008449990302324295,8,19838,0.0003
652.69039935,-318.9759521484375,208,2298,1207.5908203125,0.6056352257728577,369994,100.59,0.0075826942920684814,8,20295,0.0003
618.48434871,-305.9879150390625,212,2376,1321.05712890625,0.5995325446128845,370723,104.69,0.0890960693359375,8,21024,0.0003
618.56240912,-259.966064453125,216,2420,1418.3359375,0.601894199848175,371111,104.48,0.008418448269367218,8,21412,0.0003
634.01627561,-291.8905029296875,220,2461,1193.19873046875,0.5925202965736389,371472,104.36,0.08978049457073212,8,21773,0.0003
642.50892403,-292.49505615234375,224,2551,1066.2034912109375,0.5710390210151672,372314,109.42,-0.01686786115169525,8,22615,0.0003
640.8348433000001,-214.0902862548828,228,2599,1354.11865234375,0.5754647850990295,372740,110.52,-0.02594330906867981,8,23041,0.0003
686.35159736,-265.6724853515625,232,2643,768.8623046875,0.5760226845741272,373130,111.6,0.033824823796749115,8,23431,0.0003
666.21737168,-228.3733367919922,236,2700,1236.709716796875,0.5628142356872559,373650,113.49,0.055165790021419525,8,23951,0.0003
665.29276427,-241.6116485595703,240,2754,1654.489501953125,0.549797773361206,374132,114.2,-0.0053347013890743256,8,24433,0.0003
681.4282809900001,-255.6234588623047,244,2788,757.06201171875,0.5454319715499878,374421,114.05,-0.02349153161048889,8,24722,0.0003
695.2393040700001,-318.2376708984375,248,2842,1029.11376953125,0.5732722282409668,374912,114.91,0.09530650079250336,8,25213,0.0003
709.7655509599999,-256.60546875,252,2889,1420.2276611328125,0.5549582242965698,375332,115.27,0.05125914141535759,8,25633,0.0003
695.02281473,-253.68511962890625,256,2932,1077.682861328125,0.5485774874687195,375704,115.15,-0.004675114527344704,8,26005,0.0003
681.3982208000001,-276.8902587890625,260,2968,3018.820556640625,0.5471037030220032,376010,113.05,0.05394178628921509,8,26311,0.0003
680.74120411,-296.39404296875,264,3032,1082.59619140625,0.5492002964019775,376603,112.63,0.011502552777528763,8,26904,0.0003
682.7689465900002,-277.8393859863281,268,3072,1098.7841796875,0.5350393056869507,376948,111.38,0.11199051141738892,8,27249,0.0003
698.8963786,-310.81689453125,272,3114,811.6875610351562,0.5411426424980164,377321,111.3,0.1748051643371582,8,27622,0.0003
697.66520198,-271.460205078125,276,3167,1015.9925537109375,0.548659086227417,377795,112.04,0.14277030527591705,8,28096,0.0003
695.6426717899999,-258.73492431640625,280,3208,999.2377319335938,0.5629042387008667,378153,113.22,-0.10611683130264282,8,28454,0.0003
711.6055831200002,-276.2457275390625,284,3252,869.77392578125,0.5421664118766785,378543,112.89,-0.06210016831755638,8,28844,0.0003
729.5718822199998,-290.6492919921875,288,3284,1496.64697265625,0.5455213189125061,378810,111.29,0.021112147718667984,8,29111,0.0003
728.70639889,-237.285400390625,292,3334,4486.7666015625,0.5552224516868591,379258,111.75,0.0699620246887207,8,29559,0.0003
729.68151655,-244.5832977294922,296,3377,1169.87646484375,0.5594858527183533,379636,111.47,0.1642588973045349,8,29937,0.0003
745.4326233200002,-290.7648620605469,300,3420,1042.1676025390625,0.5659332871437073,380020,109.98,-0.06258822977542877,8,30321,0.0003
748.02886766,-267.8697204589844,304,3466,932.01171875,0.5637570023536682,380426,108.89,-0.09778338670730591,8,30727,0.0003
749.16862498,-286.54071044921875,308,3507,3884.20849609375,0.5565054416656494,380778,107.84,-0.02483835071325302,8,31079,0.0003
765.38008649,-297.960205078125,312,3558,975.8790283203125,0.5548496246337891,381239,105.16,-0.029403189197182655,8,31540,0.0003
749.4583054900002,-306.0423583984375,316,3604,829.7947998046875,0.5559117794036865,381652,105.41,-0.1820419728755951,8,31953,0.0003
750.2016184800002,-198.93896484375,320,3644,1029.6885986328125,0.5616881847381592,381993,105.21,0.07644450664520264,8,32294,0.0003
741.3439807099998,-292.3096923828125,324,3690,1425.01806640625,0.543109118938446,382402,100.88,0.049973055720329285,8,32703,0.0003
741.46016872,-289.4521789550781,328,3735,884.5260009765625,0.5402771234512329,382806,100.66,-0.04627309739589691,8,33107,0.0003
742.1106867999999,-273.29364013671875,332,3774,827.91943359375,0.5475286245346069,383140,100.1,0.10130839049816132,8,33441,0.0003
758.9367138200003,-318.531494140625,336,3827,861.453125,0.5442927479743958,383616,99.66,0.004424761980772018,8,33917,0.0003
759.7518485499999,-247.62667846679688,340,3873,740.9943237304688,0.5333665609359741,384019,98.87,0.27007371187210083,8,34320,0.0003
740.1022160199998,-272.6117858886719,344,3928,1082.6490478515625,0.5376275181770325,384521,101.0,-0.022042497992515564,8,34822,0.0003
739.8599445200001,-218.15623474121094,348,3981,1130.242919921875,0.5296251773834229,384999,100.87,0.02704942226409912,8,35300,0.0003
740.73153171,-301.696044921875,352,4021,1246.6326904296875,0.5297005772590637,385349,100.17,-0.02946947142481804,8,35650,0.0003
740.6784215799998,-288.14031982421875,356,4063,831.3590087890625,0.5241782665252686,385722,100.18,0.10738905519247055,8,36023,0.0003
754.4310650999998,-284.0404968261719,360,4109,796.2265625,0.5308235883712769,386130,101.2,-0.1558249592781067,8,36431,0.0003
742.5912631000001,-281.9277648925781,364,4151,908.014892578125,0.5260957479476929,386492,98.89,-0.010722599923610687,8,36793,0.0003
754.3654535500001,-290.515380859375,368,4208,915.430908203125,0.5244859457015991,387011,100.63,-0.045721348375082016,8,37312,0.0003
739.95880906,-253.26036071777344,372,4241,645.3486328125,0.5145036578178406,387289,99.68,-0.09090643376111984,8,37590,0.0003
724.25906427,-283.65020751953125,376,4289,1179.063720703125,0.528361976146698,387715,99.2,-0.08305813372135162,8,38016,0.0003
722.9854584400001,-278.54296875,380,4332,749.2527465820312,0.5316967964172363,388098,99.45,0.02425476536154747,8,38399,0.0003
676.57055099,-231.35577392578125,384,4373,745.5968627929688,0.5229324102401733,388457,99.14,0.05072759464383125,8,38758,0.0003
639.1486783699999,-267.6751708984375,388,4427,882.1752319335938,0.5301035642623901,388943,101.33,-0.20662946999073029,8,39244,0.0003
639.1927123199999,-277.85107421875,392,4478,2817.02734375,0.5289359092712402,389401,101.43,-0.014047324657440186,8,39702,0.0003
636.85906789,-259.5263366699219,396,4531,1148.573974609375,0.528669536113739,389880,102.44,0.029571032151579857,8,40181,0.0003
631.11080843,-221.66619873046875,400,4605,1295.403564453125,0.5426873564720154,390566,105.46,-0.009780650027096272,8,40867,0.0003
631.0394093300001,-283.1772766113281,404,4647,738.572021484375,0.5415295958518982,390936,105.1,-0.0846993625164032,8,41237,0.0003
617.1046115600001,-238.76104736328125,408,4678,857.9248046875,0.5434162020683289,391189,104.11,-0.11026383936405182,8,41490,0.0003
632.27361707,-250.10153198242188,412,4725,887.480224609375,0.5433022975921631,391612,103.73,0.09992849081754684,8,41913,0.0003
647.7818474399999,-230.03173828125,416,4774,940.6424560546875,0.5347356796264648,392045,103.93,0.008798619732260704,8,42346,0.0003
662.6859595199999,-271.6510925292969,420,4816,836.6165161132812,0.5385998487472534,392411,104.18,-0.034030310809612274,8,42712,0.0003
663.67999746,-267.2122497558594,424,4852,6195.275390625,0.5330425500869751,392724,103.22,0.08420996367931366,8,43025,0.0003
640.15438664,-202.81292724609375,428,4928,1110.927978515625,0.538165271282196,393434,106.28,0.07713305205106735,8,43735,0.0003
609.0716960499999,-233.90969848632812,432,4965,976.8505859375,0.5479736328125,393748,106.08,-0.013414319604635239,8,44049,0.0003
611.13131251,-217.6303253173828,436,5009,1129.9134521484375,0.5409846901893616,394133,105.17,0.06801725924015045,8,44434,0.0003
611.47689435,-210.63906860351562,440,5055,821.6145629882812,0.5295741558074951,394539,105.2,-0.1246258020401001,8,44840,0.0003
627.94886539,-208.93698120117188,444,5109,1477.1959228515625,0.5219813585281372,395029,105.08,0.007191123440861702,8,45330,0.0003
628.753298,-255.62887573242188,448,5158,1286.11376953125,0.5085706114768982,395466,104.67,0.0512479692697525,8,45767,0.0003
627.7410649200001,-240.62657165527344,452,5202,1227.306640625,0.5028834342956543,395857,105.08,0.09904058277606964,8,46158,0.0003
628.1836458600001,-310.2147216796875,456,5242,608.589111328125,0.5041778087615967,396203,104.81,-0.10571414232254028,8,46504,0.0003
629.42969024,-321.53173828125,460,5283,556.1767578125,0.5134007334709167,396567,104.37,-0.14738717675209045,8,46868,0.0003
645.8968049900001,-240.86875915527344,464,5323,983.4906616210938,0.5053850412368774,396914,104.22,0.1144663393497467,8,47215,0.0003
632.7087808800001,-260.67840576171875,468,5369,1166.0439453125,0.4946615695953369,397320,103.09,0.0025552138686180115,8,47621,0.0003
615.4260802999999,-257.8128967285156,472,5414,830.789306640625,0.4938123822212219,397717,104.28,-0.10572604835033417,8,48018,0.0003
617.0419585799999,-259.6357727050781,476,5456,840.5169677734375,0.49539023637771606,398089,103.74,-0.2785676419734955,8,48390,0.0003
601.3028440799999,-225.61532592773438,480,5503,821.2005615234375,0.5062708258628845,398499,104.01,0.27990221977233887,8,48800,0.0003
647.84793431,-289.00750732421875,484,5542,1092.27685546875,0.5180511474609375,398845,103.88,0.05038440600037575,8,49146,0.0003
668.13601277,-232.10256958007812,488,5585,686.1129150390625,0.5168859362602234,399220,102.77,-0.1648135483264923,8,49521,0.0003
668.52570361,-282.03594970703125,492,5630,729.0370483398438,0.5273805856704712,399620,102.19,-0.013530179858207703,8,49921,0.0003
