time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/time_elapsed,time/total_timesteps,train/approx_kl,train/value_loss,train/learning_rate,train/entropy_loss,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/loss,train/n_updates
144,749.52,-2031.4806001700001,9,30314,294912,0.003736278,3216.581455230713,0.0003,-1.747343397513032,0.023193359375,-0.005701609647076111,0.2,0.699177622795105,245.48838806152344,1430
145,755.51,-2051.9394971799998,9,30523,296960,0.0056147594,932.9291192293167,0.0003,-1.7137600302696228,0.035888671875,-0.008740983474126551,0.2,0.820324495434761,74.52117919921875,1440
146,757.3,-2028.5892593199999,9,30732,299008,0.004832584,1115.7931936264038,0.0003,-1.720918106287718,0.019189453125,-0.010207790462300182,0.2,0.3494032025337219,344.9543762207031,1450
147,760.88,-2077.45749775,9,30941,301056,0.008000709,302.5917744874954,0.0003,-1.7138295989483594,0.054443359375,-0.013830579453497194,0.2,0.8721916377544403,73.22118377685547,1460
148,747.03,-2044.57039067,9,31153,303104,0.012753811,171.685049533844,0.0003,-1.7754953127354383,0.110107421875,-0.020042887292220257,0.2,0.9730695188045502,19.612735748291016,1470
149,747.03,-2043.3109535599997,9,31362,305152,0.0039242553,5433.756812381745,0.0003,-1.5247786514461041,0.02109375,-0.007264227353152819,0.2,0.7111457586288452,725.0327758789062,1480
150,747.03,-2033.9589568,9,31571,307200,0.006367561,338.48218474388125,0.0003,-1.637905703485012,0.06396484375,-0.01598388399288524,0.2,0.9133861139416695,80.61841583251953,1490
151,736.42,-1987.4111007,9,31781,309248,0.008249023,162.28167967796327,0.0003,-1.6438831888139247,0.068017578125,-0.016744128050049767,0.2,0.9343040660023689,35.477848052978516,1500
152,751.29,-2015.49136711,9,31991,311296,0.001518162,3261.354868936539,0.0003,-1.525377992540598,0.00244140625,-0.003989960842591245,0.2,0.7480206787586212,80.33753967285156,1510
153,751.74,-1987.2655361899995,9,32202,313344,0.0061417143,931.545910692215,0.0003,-1.6415458884090186,0.03466796875,-0.008460842925705947,0.2,0.4421394467353821,195.77392578125,1520
154,751.1,-1996.9718203500001,9,32413,315392,0.0057354304,1123.312452173233,0.0003,-1.6134039733558894,0.042919921875,-0.011798183791688644,0.2,0.7303037643432617,324.0252380371094,1530
155,750.58,-2003.58064841,9,32622,317440,0.0068383706,307.019513297081,0.0003,-1.584775633364916,0.06416015625,-0.013757188862655312,0.2,0.948830422013998,92.56282043457031,1540
156,767.85,-2064.79550026,9,32831,319488,0.0071272375,350.1133728146553,0.0003,-1.5766804698854684,0.077685546875,-0.01357930658850819,0.2,0.9192448928952217,38.397281646728516,1550
157,777.73,-2055.4734985000005,9,33041,321536,0.0075642606,270.86407961845396,0.0003,-1.631441603600979,0.05087890625,-0.012837679586664309,0.2,0.9528189040720463,99.4863052368164,1560
158,778.97,-2073.1558686500007,9,33250,323584,0.0032723446,2637.5671124219893,0.0003,-1.5803654953837394,0.007373046875,-0.004730612739513163,0.2,0.7793850302696228,55.80354309082031,1570
159,778.97,-2083.81335631,9,33459,325632,0.0073953206,151.1970111489296,0.0003,-1.6305792164057493,0.06708984375,-0.016236326537909917,0.2,0.9484363757073879,36.596214294433594,1580
160,785.69,-2084.5171917400007,9,33668,327680,0.008039347,124.56577739715576,0.0003,-1.6122285522520543,0.07138671875,-0.013659268990159035,0.2,0.8118924498558044,31.322954177856445,1590
161,793.69,-2117.02522137,9,33877,329728,0.01019465,164.36353821754454,0.0003,-1.6556700430810452,0.08134765625,-0.01796988235146273,0.2,0.8563619703054428,64.61756896972656,1600
162,797.33,-2097.13347113,9,34086,331776,0.01041915,50.70627296566963,0.0003,-1.5088556215167046,0.117236328125,-0.02061781716911355,0.2,0.9361080229282379,33.41756820678711,1610
163,785.09,-2044.3899086900003,9,34297,333824,0.003676854,3127.9686918020248,0.0003,-1.4880413964390755,0.0244140625,-0.004175017823581584,0.2,0.459140419960022,215.47518920898438,1620
164,785.09,-2041.1949903100003,9,34506,335872,0.004217664,577.6674564361572,0.0003,-1.4722951896488667,0.0173828125,-0.00847056717320811,0.2,0.8818896636366844,148.28359985351562,1630
165,783.57,-2069.50634458,9,34716,337920,0.010005394,169.85834292173385,0.0003,-1.8031758718192576,0.096435546875,-0.01863172453304287,0.2,0.8778541088104248,40.124603271484375,1640
166,775.0,-2020.6714722799998,9,34926,339968,0.0070531787,167.3097483754158,0.0003,-1.6269024964421988,0.0609375,-0.015598071069689468,0.2,0.9352310597896576,51.74449157714844,1650
167,777.46,-2002.8619345000002,9,35136,342016,0.0051258337,701.2302942514419,0.0003,-1.5910679139196873,0.043359375,-0.008247628889512271,0.2,0.46479564905166626,837.9340209960938,1660
168,788.88,-2027.4942948800003,9,35346,344064,0.006191819,3256.110023331642,0.0003,-1.5905993930995463,0.055322265625,-0.009625962519203312,0.2,0.797758474946022,618.4226684570312,1670
169,795.16,-2046.0802319600002,9,35555,346112,0.007432879,306.9171568393707,0.0003,-1.641594722867012,0.056396484375,-0.011883167631458491,0.2,0.8782233893871307,37.40233612060547,1680
170,802.67,-2041.3625763400005,9,35764,348160,0.0054410608,491.0669051527977,0.0003,-1.6273300044238568,0.043798828125,-0.013487178459763527,0.2,0.7250579595565796,102.1451187133789,1690
171,797.95,-2057.78644694,9,35975,350208,0.009025354,103.59057952165604,0.0003,-1.733596619963646,0.093017578125,-0.0218866424751468,0.2,0.9723709970712662,28.20526885986328,1700
172,800.26,-2098.90621389,9,36185,352256,0.0031483225,2594.1847084522246,0.0003,-1.5823697324842214,0.01455078125,-0.004852581911836751,0.2,0.6854455471038818,88.48839569091797,1710
173,800.26,-2098.92933328,9,36394,354304,0.005790119,657.4268222093582,0.0003,-1.5665365919470786,0.034326171875,-0.011557488101243508,0.2,0.8487218916416168,91.86627197265625,1720
174,800.26,-2095.9977728900003,9,36603,356352,0.007916635,173.14397579431534,0.0003,-1.7175118580460549,0.07724609375,-0.019087454373948275,0.2,0.9100249633193016,17.803789138793945,1730
175,788.53,-2098.97688955,9,36815,358400,0.008344373,162.80858254432678,0.0003,-1.745547067373991,0.094384765625,-0.015460479882312939,0.2,0.7572391033172607,40.49790573120117,1740
176,799.86,-2101.07190515,9,37025,360448,0.008362139,535.9728021621704,0.0003,-1.662935994565487,0.051171875,-0.010439173690974713,0.2,0.8793057128787041,102.33177185058594,1750
177,794.84,-2088.8072062799997,9,37234,362496,0.003137263,3818.1766279697417,0.0003,-1.7253766294568778,0.00400390625,-0.006002102376078256,0.2,0.5274057984352112,921.6654052734375,1760
178,790.44,-2106.6716297699995,9,37444,364544,0.0047382675,742.1052186965942,0.0003,-1.8381849251687528,0.019921875,-0.010885968423099256,0.2,0.728350430727005,111.9646987915039,1770
179,794.92,-2137.8425346,9,37653,366592,0.0064034066,833.7499156951905,0.0003,-1.6298104126006365,0.034912109375,-0.007669742904545274,0.2,0.6870021820068359,75.29170989990234,1780
180,794.92,-2123.6932960799995,9,37862,368640,0.0077915573,296.8544543862343,0.0003,-1.6815979618579149,0.06630859375,-0.014720060396939516,0.2,0.8674189150333405,99.67030334472656,1790
181,786.96,-2097.60465338,9,38072,370688,0.008822664,174.09110403060913,0.0003,-1.7702892433851958,0.089892578125,-0.016492242668755354,0.2,0.9221248850226402,44.13925552368164,1800
182,784.41,-2078.47522244,9,38282,372736,0.0031980453,2081.5616193056107,0.0003,-1.746578721702099,0.04541015625,-0.006277888300246559,0.2,0.6594050824642181,2657.930908203125,1810
183,780.82,-2070.87387921,9,38492,374784,0.0061478764,392.74832446575164,0.0003,-1.7047526977956295,0.049462890625,-0.010602096986258403,0.2,0.6404402852058411,31.560213088989258,1820
184,780.82,-2086.4481857600003,9,38701,376832,0.0063374946,715.1984949588775,0.0003,-1.7374953638762236,0.04609375,-0.011418590185348876,0.2,0.8722370266914368,577.4268188476562,1830
185,778.86,-2073.13077136,9,38912,378880,0.0060501844,316.4066689491272,0.0003,-1.7399005021899938,0.027978515625,-0.01214133166067768,0.2,0.7363025546073914,241.1914825439453,1840
186,786.05,-2079.28784471,9,39120,380928,0.008124294,590.1962107419968,0.0003,-1.893597860261798,0.051513671875,-0.012786056371987797,0.2,0.838184654712677,142.38125610351562,1850
187,796.85,-2157.77895298,9,39330,382976,0.009770032,116.67300601005554,0.0003,-1.787691219523549,0.097021484375,-0.017689733803854323,0.2,0.9438729025423527,25.271625518798828,1860
188,796.85,-2164.46312513,9,39538,385024,0.007275219,391.0426903486252,0.0003,-1.7824153557419777,0.085791015625,-0.013127314960001968,0.2,0.7622220516204834,123.54296875,1870
189,794.74,-2209.77393772,9,39749,387072,0.009079731,106.2773963689804,0.0003,-1.808150927349925,0.08544921875,-0.018572477846464607,0.2,0.943824477493763,73.50170135498047,1880
190,800.17,-2256.1450916399995,9,39958,389120,0.006726861,289.7545635938644,0.0003,-1.7454078324139117,0.04912109375,-0.012816709579783491,0.2,0.9531539417803288,50.55227279663086,1890
191,804.59,-2269.5547558999997,9,40168,391168,0.006483364,384.95804835557936,0.0003,-1.7929925959557296,0.0501953125,-0.012101066077593713,0.2,0.8100315928459167,240.8794708251953,1900
192,808.21,-2261.8400752599996,9,40377,393216,0.0058256392,415.62022449970243,0.0003,-1.8504428043961525,0.0375,-0.013467447392758913,0.2,0.7976593524217606,44.835689544677734,1910
193,812.7,-2302.68101897,9,40587,395264,0.0103695225,119.04958699941635,0.0003,-1.7388427507132291,0.102587890625,-0.020541058690287172,0.2,0.530107170343399,24.3396053314209,1920
194,807.47,-2258.57677242,9,40798,397312,0.006237696,446.2235400080681,0.0003,-1.777137952297926,0.048876953125,-0.013964094159018715,0.2,0.7787757366895676,58.19184875488281,1930
195,798.95,-2205.1223393699997,9,41008,399360,0.004641836,4622.731881022453,0.0003,-1.645572866126895,0.015185546875,-0.00624898606329225,0.2,0.21846187114715576,144.65745544433594,1940
196,806.3,-2258.16724477,9,41217,401408,0.0053866436,630.1310764312744,0.0003,-1.8159865133464337,0.02216796875,-0.009196932190388907,0.2,0.8096631169319153,121.49730682373047,1950
197,804.71,-2226.92177981,9,41426,403456,0.008022044,239.77792685031892,0.0003,-1.6320642903447151,0.087451171875,-0.016338371331221423,0.2,0.8028277307748795,135.40196228027344,1960
198,796.66,-2191.57052538,9,41636,405504,0.0085645,287.8466520130634,0.0003,-1.7867845434695482,0.077734375,-0.01694354693754576,0.2,0.8475325107574463,35.49919891357422,1970
199,793.61,-2202.66342928,9,41845,407552,0.0033900342,2663.0754507541656,0.0003,-1.751191822439432,0.005029296875,-0.003892324853222817,0.2,0.4971856474876404,462.933837890625,1980
200,793.61,-2219.0357421100002,9,42054,409600,0.0073516006,283.6263780117035,0.0003,-1.7981324411928654,0.06865234375,-0.0174893593750312,0.2,0.8439638763666153,36.39771270751953,1990
201,798.54,-2253.6983000300006,9,42263,411648,0.0067262026,385.0710318565369,0.0003,-1.789560917019844,0.055126953125,-0.01212342157814419,0.2,0.8959423676133156,80.54435729980469,2000
202,811.38,-2251.61933842,9,42473,413696,0.0070665516,328.95076098442075,0.0003,-1.7490531496703625,0.049072265625,-0.014743950247066095,0.2,0.9552223831415176,91.26185607910156,2010
203,796.98,-2224.9620604600004,9,42683,415744,0.0047890577,3107.4438391923904,0.0003,-1.7219212286174297,0.032470703125,-0.00522471489966847,0.2,0.4703764319419861,119.16903686523438,2020
204,796.98,-2221.5837330900004,9,42892,417792,0.0061710007,603.9806055545807,0.0003,-1.7328846137970686,0.039013671875,-0.010095927660586312,0.2,0.9335519373416901,129.37339782714844,2030
205,809.78,-2265.0468631500007,9,43102,419840,0.00940209,107.96213949918747,0.0003,-1.8183538161218167,0.08671875,-0.01845486238016747,0.2,0.9298393800854683,29.242082595825195,2040
206,804.89,-2237.60034245,9,43313,421888,0.0075788237,917.7896475791931,0.0003,-1.8066952988505363,0.046435546875,-0.010699337725236546,0.2,0.9027682095766068,1159.5252685546875,2050
207,800.07,-2232.8860730100005,9,43523,423936,0.003653605,3151.2836206912993,0.0003,-1.7621467720717192,0.008349609375,-0.004520173209311906,0.2,0.7125233709812164,437.4097900390625,2060
208,794.09,-2211.8921461,9,43732,425984,0.006571497,468.32240121364595,0.0003,-1.885901553183794,0.052099609375,-0.011149320752883796,0.2,0.7169800698757172,56.93143081665039,2070
209,798.47,-2234.22305971,9,43942,428032,0.0055240304,1552.8806289196013,0.0003,-1.8517944872379304,0.029248046875,-0.006462280850973912,0.2,0.6236607432365417,33.39865493774414,2080
210,806.14,-2247.95640973,9,44152,430080,0.008992394,252.9246239066124,0.0003,-1.8567486871033907,0.0873046875,-0.01660232941212598,0.2,0.9484045803546906,28.14475440979004,2090
211,809.79,-2248.7073359,9,44361,432128,0.0031218198,3243.010668182373,0.0003,-1.9960278652608394,0.011181640625,-0.0031656740844482555,0.2,0.6235085129737854,690.1837768554688,2100
212,809.79,-2236.19307971,9,44570,434176,0.005401982,426.73704676628114,0.0003,-1.799090439081192,0.022021484375,-0.009969808463938534,0.2,0.8176540434360504,181.87001037597656,2110
213,800.94,-2219.56373446,9,44780,436224,0.0063952385,485.3151675462723,0.0003,-1.9398959543555976,0.042236328125,-0.012996416847454385,0.2,0.9304958134889603,103.94052124023438,2120
214,809.95,-2244.8843184,9,44989,438272,0.00702234,434.04909574985504,0.0003,-1.8483157947659492,0.054296875,-0.014105270680738613,0.2,0.862989753484726,121.8143081665039,2130
215,818.52,-2270.4014389000004,9,45198,440320,0.011021617,166.34997919797897,0.0003,-1.8536463990807532,0.081640625,-0.019953299046028404,0.2,0.9455167837440968,63.84113693237305,2140
216,815.0,-2276.1819695100003,9,45409,442368,0.008906582,231.81328538656234,0.0003,-1.8378835793584585,0.08828125,-0.017044973629526793,0.2,0.9623046368360519,21.426700592041016,2150
217,817.85,-2290.9766188300005,9,45618,444416,0.0029248286,3117.6578835010528,0.0003,-1.9157909147441388,0.0060546875,-0.005809278057131451,0.2,0.7191925346851349,420.73089599609375,2160
218,818.69,-2283.3080585000002,9,45827,446464,0.008351404,213.59312589168547,0.0003,-1.8233531843870878,0.0666015625,-0.01777975530421827,0.2,0.8476853668689728,67.937255859375,2170
219,827.76,-2297.3910473,9,46037,448512,0.01038457,188.8590368628502,0.0003,-1.8153773680329324,0.08369140625,-0.016845317913976032,0.2,0.9195015653967857,43.14886474609375,2180
220,813.4,-2238.28607906,9,46247,450560,0.007246543,161.69697813987733,0.0003,-1.754058089852333,0.07109375,-0.017813950378331354,0.2,0.7988569289445877,63.456298828125,2190
221,805.67,-2209.41581348,9,46458,452608,0.0061722966,4545.6819728374485,0.0003,-1.8709447640925645,0.063134765625,-0.00931900342402514,0.2,0.4791133403778076,385.7552490234375,2200
222,814.67,-2224.22144769,9,46667,454656,0.0042559537,2638.800834321976,0.0003,-1.8364081118255853,0.007275390625,-0.005966444390651304,0.2,0.6246732473373413,1893.8189697265625,2210
223,817.93,-2237.1200763800002,9,46878,456704,0.0070425766,690.9673352241516,0.0003,-1.9896137829869986,0.04697265625,-0.009104313311399891,0.2,0.7249852120876312,457.0844421386719,2220
224,817.93,-2264.2536658699996,9,47087,458752,0.009549493,251.32076734304428,0.0003,-1.7574473600834608,0.094091796875,-0.01755652012070641,0.2,0.8477700799703598,37.6515998840332,2230
225,819.89,-2270.67456775,9,47296,460800,0.009311652,237.89994953870774,0.0003,-1.7321576535701753,0.077099609375,-0.0167610177770257,0.2,0.8624807894229889,97.39468383789062,2240
226,811.33,-2229.88518191,9,47506,462848,0.0069946614,189.74620732069016,0.0003,-1.8733311958611012,0.064111328125,-0.012699105977662838,0.2,0.9170299917459488,36.398399353027344,2250
227,810.39,-2216.4751521400003,9,47715,464896,0.007013489,169.09009981155396,0.0003,-1.861301965638995,0.050341796875,-0.018520720687229188,0.2,0.9620812200009823,32.16029357910156,2260
228,810.39,-2204.66785569,9,47924,466944,0.0065444196,1897.1316295742988,0.0003,-1.8398357458412646,0.050390625,-0.00859506056876853,0.2,0.5698994100093842,59.36799621582031,2270
229,812.5,-2175.5889381199995,9,48133,468992,0.003567921,1114.099103164673,0.0003,-1.772707248479128,0.018115234375,-0.005976765381637961,0.2,0.7999924868345261,190.23043823242188,2280
230,813.08,-2147.16326798,9,48343,471040,0.008873738,106.82491409778595,0.0003,-1.875084152445197,0.06689453125,-0.017316761787515133,0.2,0.9700641483068466,22.883699417114258,2290
231,814.7,-2160.068517540001,9,48552,473088,0.006163505,3590.2969645500184,0.0003,-1.7172865744680166,0.045166015625,-0.00861639811482746,0.2,0.6994519233703613,8662.708984375,2300
232,813.55,-2178.6954360500004,9,48761,475136,0.0068662334,483.25434716939924,0.0003,-1.8128324571996928,0.0578125,-0.013502237881766632,0.2,0.8108443766832352,76.44861602783203,2310
233,818.9,-2157.01918997,9,48971,477184,0.009328179,329.6559775114059,0.0003,-1.9385055847465993,0.0755859375,-0.018558777330326848,0.2,0.8330802768468857,280.60418701171875,2320
234,832.9,-2187.15919696,9,49180,479232,0.007514222,229.7807010293007,0.0003,-1.9485105857253076,0.058349609375,-0.014793660241411998,0.2,0.9143476858735085,132.9327392578125,2330
235,783.11,-2083.2270834,9,49396,481280,0.010383166,104.87574810981751,0.0003,-1.7318692341446877,0.10361328125,-0.019456065318081528,0.2,0.9393898509442806,30.80733299255371,2340
236,783.11,-2076.1149278899993,9,49605,483328,0.0050800703,1777.0936235427857,0.0003,-1.651835586503148,0.0255859375,-0.005752708986983634,0.2,0.6947124302387238,442.1042175292969,2350
237,788.55,-2090.4269649,9,49814,485376,0.0072109224,223.33759291172026,0.0003,-1.7966395433992148,0.07578125,-0.017040976267890074,0.2,0.921146921813488,37.0981330871582,2360
238,791.6,-2098.47568776,9,50023,487424,0.0022230425,2680.9779391288757,0.0003,-1.7874582156538963,0.016015625,-0.004397229875030462,0.2,0.6742849051952362,82.39414978027344,2370
239,785.99,-2079.82154076,9,50233,489472,0.0091273375,178.68253677487374,0.0003,-1.824413975328207,0.09951171875,-0.019870113625074737,0.2,0.8308168202638626,216.7891082763672,2380
240,779.05,-2091.5885200599996,9,50444,491520,0.0031806834,1914.4170229673387,0.0003,-1.7883020121604205,0.01279296875,-0.005863461192348041,0.2,0.8431064933538437,142.25656127929688,2390
241,793.45,-2126.4672384299997,9,50653,493568,0.0033305786,1766.3158107757567,0.0003,-1.7380527533590793,0.00966796875,-0.006063886222545989,0.2,0.6774073839187622,508.6004638671875,2400
242,769.64,-2070.9291380399995,9,50864,495616,0.0071243187,350.241629755497,0.0003,-1.8453670270740985,0.056640625,-0.014109181199455634,0.2,0.937588769942522,92.09835815429688,2410
243,773.07,-2078.92412688,9,51073,497664,0.0035463513,972.5846433639526,0.0003,-1.7838682413101197,0.01064453125,-0.010344691941281781,0.2,0.6471742689609528,281.7858581542969,2420
244,779.57,-2123.8194292000003,9,51282,499712,0.010682324,201.23667184114456,0.0003,-1.722608718276024,0.11904296875,-0.02140942789555993,0.2,0.9644301943480968,120.82429504394531,2430
245,768.32,-2063.64216675,9,51495,501760,0.009269871,97.50810469985008,0.0003,-1.8219705112278461,0.0728515625,-0.016285289624647703,0.2,0.9718303363770247,30.92469596862793,2440
