time/iterations,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/policy_gradient_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/entropy_loss,train/std,train/loss,train/learning_rate,train/clip_range,train/n_updates,train/value_loss
27,55296,5826,9,-1228.44296479,284.78,-0.009569404428475536,0.0058493633,0.035546875,-1.1920928955078125e-07,-2.7897791892290114,0.9738024473190308,2288.374755859375,0.0003,0.2,260,4530.917142868042
28,57344,6039,9,-1227.72912199,291.32,-0.008851103403139859,0.004626802,0.020654296875,0.0,-2.7841661415994166,0.9732687473297119,1588.828857421875,0.0003,0.2,270,4187.270320701599
29,59392,6250,9,-1222.15855311,288.57,-0.010285766268498264,0.007089158,0.048388671875,-1.1920928955078125e-07,-2.7841126397252083,0.9748108386993408,794.421142578125,0.0003,0.2,280,2430.379313468933
30,61440,6466,9,-1259.9380713899998,290.84,-0.012012094919919036,0.006084878,0.046728515625,0.0,-2.7769801624119284,0.9664029479026794,838.4134521484375,0.0003,0.2,290,2484.759214782715
31,63488,6680,9,-1250.27421803,292.39,-0.011704581475351005,0.0074799643,0.049560546875,1.1920928955078125e-07,-2.755386067926884,0.9535737037658691,1526.5032958984375,0.0003,0.2,300,3080.5698362350463
32,65536,6893,9,-1274.45206194,302.63,0.0009782704728422686,0.113608494,0.25712890625,-1.1920928955078125e-07,-2.7429553560912607,0.9584178328514099,2095.712158203125,0.0003,0.2,310,2529.982195186615
33,67584,7102,9,-1299.26683582,313.11,0.0001758340687956661,0.0042096516,0.086865234375,1.7881393432617188e-07,-2.7506418846547604,0.9567524194717407,317.0597839355469,0.0003,0.2,320,2010.132902431488
34,69632,7312,9,-1328.8613349200002,321.44,-0.0041113464074442165,0.0018868202,0.00234375,-1.1920928955078125e-07,-2.749203234910965,0.9561179280281067,1017.7368774414062,0.0003,0.2,330,1635.3960103988647
35,71680,7524,9,-1389.12728138,340.48,-0.008103351297904737,0.0057232827,0.054541015625,-1.1920928955078125e-07,-2.755480171740055,0.9633575677871704,614.6942138671875,0.0003,0.2,340,1020.493673658371
36,73728,7735,9,-1441.38036829,354.22,-0.00746928786393255,0.0029653762,0.0333984375,-1.1920928955078125e-07,-2.7672327190637587,0.9670709371566772,1370.4671630859375,0.0003,0.2,350,1453.9208652496338
37,75776,7953,9,-1462.8322250600004,354.73,-0.0011122023366624489,0.017065797,0.18505859375,-1.1920928955078125e-07,-2.7887778364121916,0.9784724712371826,740.7166137695312,0.0003,0.2,360,1535.9409955024719
38,77824,8164,9,-1477.8542162,365.67,-0.0016029447273467668,0.0017815379,0.008251953125,-1.1920928955078125e-07,-2.791581489890814,0.9765268564224243,1379.775146484375,0.0003,0.2,370,3529.4749408721923
39,79872,8378,9,-1499.9245721700001,366.62,-0.006250144887599163,0.013151887,0.085986328125,0.0,-2.7907971434295176,0.9774510860443115,748.3229370117188,0.0003,0.2,380,1234.8265191078185
40,81920,8587,9,-1534.1378869799998,380.72,-0.008967412312631495,0.010058609,0.063427734375,0.0,-2.7913209445774556,0.9797691702842712,629.0382690429688,0.0003,0.2,390,2427.5988088607787
41,83968,8804,9,-1522.5815133299998,376.84,-0.006408956294762902,0.0153359175,0.1765625,0.0,-2.7601084925234316,0.9453705549240112,165.53099060058594,0.0003,0.2,400,441.110786819458
42,86016,9020,9,-1496.2112163599998,380.74,-0.0027288308934657834,0.002134276,0.0693359375,0.0,-2.7253295719623565,0.9459439516067505,14167.6142578125,0.0003,0.2,410,9661.763286590576
43,88064,9232,9,-1497.76823124,384.39,-0.003549871577706654,0.009097705,0.1607421875,-1.1920928955078125e-07,-2.719530699402094,0.9422128200531006,11659.359375,0.0003,0.2,420,9106.478374671937
44,90112,9446,9,-1471.0068250399997,377.68,-0.005366227851482108,0.0092472825,0.110498046875,1.7881393432617188e-07,-2.731827436387539,0.9563066959381104,1334.1514892578125,0.0003,0.2,430,1621.1198676109314
45,92160,9658,9,-1495.1006655199994,388.6,-0.0058765146794030445,0.00979985,0.13115234375,-1.1920928955078125e-07,-2.7439488120377065,0.954046368598938,1030.82666015625,0.0003,0.2,440,1669.5997960090638
46,94208,9872,9,-1506.5415353100002,397.66,-0.010459326830459758,0.006344489,0.071337890625,2.384185791015625e-07,-2.741788722574711,0.951942503452301,334.3089294433594,0.0003,0.2,450,1033.8840683937074
47,96256,10085,9,-1472.1742596600002,389.11,-0.010064818648970686,0.010843713,0.141796875,0.0,-2.7518835753202437,0.9631902575492859,165.2112579345703,0.0003,0.2,460,1709.6044788360596
48,98304,10300,9,-1430.6123963199998,381.06,-0.005412842545774765,0.006467596,0.081982421875,0.0,-2.7598257534205914,0.9615447521209717,175.4056854248047,0.0003,0.2,470,1322.0695604324342
49,100352,10514,9,-1439.8082416700001,384.73,-0.0035030822473345324,0.0062497286,0.144482421875,0.0,-2.7541615948081017,0.9596312046051025,15109.4462890625,0.0003,0.2,480,8874.303791046143
50,102400,10725,9,-1454.4788321700003,396.5,-0.010567327562603169,0.020803321,0.11435546875,0.0,-2.747194417566061,0.957165002822876,770.7737426757812,0.0003,0.2,490,1516.774348974228
51,104448,10936,9,-1458.40617585,392.72,-0.004430281283566729,0.0058895904,0.061669921875,5.960464477539063e-08,-2.749978160113096,0.9584389328956604,477.3300476074219,0.0003,0.2,500,1046.9071301937104
52,106496,11149,9,-1443.7295054199997,395.19,-0.0025701133141410536,0.0029246206,0.003955078125,-1.1920928955078125e-07,-2.7502590589225293,0.9577009677886963,509.5351867675781,0.0003,0.2,510,1235.18148021698
53,108544,11365,9,-1320.19431577,372.86,-0.002431065877317451,0.009096274,0.07734375,0.0,-2.7501815877854825,0.9579623341560364,569.2355346679688,0.0003,0.2,520,8341.253324508667
54,110592,11579,9,-1317.70072831,362.85,-0.0012450949318008498,0.0043880623,0.09716796875,0.0,-2.7471406109631062,0.9563555717468262,15900.669921875,0.0003,0.2,530,15674.103186035156
55,112640,11793,9,-1310.21156947,371.74,-0.0039253582537639884,0.0045926287,0.019580078125,4.172325134277344e-07,-2.746571657806635,0.9564762115478516,1042.3389892578125,0.0003,0.2,540,1991.0851209640502
56,114688,12004,9,-1287.8266229300002,373.23,-0.005843600595835596,0.007592976,0.14248046875,2.980232238769531e-07,-2.7429605290293693,0.9537031650543213,843.0460815429688,0.0003,0.2,550,1483.2094058990479
57,116736,12217,9,-1277.97155582,374.58,-0.0004957085868227296,0.000117604504,0.0,-0.0003427267074584961,-2.7408879928290846,0.9535942673683167,4662.91455078125,0.0003,0.2,560,6903.545920944214
58,118784,12435,9,-1167.03703899,354.97,-0.0025006016483530404,0.00329816,0.001806640625,0.14503997564315796,-2.740724639594555,0.9534584283828735,948.4459228515625,0.0003,0.2,570,1397.3355236053467
59,120832,12647,9,-1195.11670589,360.48,-0.0002439733420033008,5.1884912e-05,0.0,0.05768555402755737,-2.740524933487177,0.953465461730957,7356.3837890625,0.0003,0.2,580,11121.66915435791
60,122880,12864,9,-1225.53521287,360.97,-0.0006472641689470038,4.880465e-05,0.0,-0.3416999578475952,-2.740414483845234,0.9533436894416809,582.3885498046875,0.0003,0.2,590,1788.495223903656
61,124928,13080,9,-1137.7780195199998,343.51,-0.0007050333384540864,0.0004927685,0.0,-0.03304874897003174,-2.740202585607767,0.9532843828201294,1157.8023681640625,0.0003,0.2,600,8319.995653152466
62,126976,13294,9,-1106.27094639,339.06,-0.00018924535834230483,2.0603387e-05,0.0,0.054491519927978516,-2.7401148833334448,0.9532574415206909,7997.673828125,0.0003,0.2,610,14437.159144592286
63,129024,13506,9,-1103.0178408000002,342.19,-0.00019696403760463,2.3737783e-05,0.0,0.21372514963150024,-2.7400846257805824,0.9532399773597717,2802.7314453125,0.0003,0.2,620,12666.164496231078
64,131072,13720,9,-1107.3419514700004,350.63,-0.0007987594392034226,0.00030820078,0.0,0.3288070559501648,-2.740103466808796,0.9532446265220642,7185.54248046875,0.0003,0.2,630,5505.008921527862
65,133120,13936,9,-1093.9913617099999,343.22,-0.0010089963339851237,0.00044591335,0.0,-0.036374807357788086,-2.740112176537514,0.953262984752655,1042.5064697265625,0.0003,0.2,640,2338.2298097610474
66,135168,14149,9,-1126.52533505,353.46,-0.004318191851780284,0.003793043,0.011669921875,0.5115136802196503,-2.7400546237826346,0.9531853199005127,1674.6495361328125,0.0003,0.2,650,2584.1495944976805
67,137216,14365,9,-1085.23972555,329.66,-0.0036360051977680995,0.0016127485,0.00341796875,0.43604642152786255,-2.7392718747258185,0.9527981281280518,161.08526611328125,0.0003,0.2,660,1056.2427291870117
68,139264,14575,9,-1086.0067717600002,336.36,-0.00431624329648912,0.0043834276,0.0185546875,0.42178744077682495,-2.739587216824293,0.9534450769424438,649.2993774414062,0.0003,0.2,670,2266.4135110855104
69,141312,14788,9,-1084.22912093,338.41,-0.006457942830456887,0.005044711,0.035302734375,0.43212175369262695,-2.739306329935789,0.9524731636047363,429.0079040527344,0.0003,0.2,680,895.1459049224853
70,143360,14997,9,-1139.26609479,354.74,-0.002984670296427794,0.002500361,0.0033203125,0.3868703842163086,-2.7367296911776067,0.9508243799209595,393.3827209472656,0.0003,0.2,690,1070.6501126289368
71,145408,15208,9,-1187.8047150400002,366.31,-0.006459286075551063,0.0025819896,0.023046875,0.7940708696842194,-2.7351217448711393,0.9501094818115234,62.662418365478516,0.0003,0.2,700,295.4715086221695
72,147456,15417,9,-1227.9062569400003,379.96,-0.0051311684830579905,0.0030418993,0.02255859375,0.7093822360038757,-2.7371948011219502,0.9537864327430725,147.6763153076172,0.0003,0.2,710,535.4011600971222
73,149504,15629,9,-1208.1529578599998,382.49,-0.0072528530174167825,0.003929608,0.01806640625,0.7635626196861267,-2.7356630600988865,0.9470008611679077,86.26502227783203,0.0003,0.2,720,353.7572688579559
74,151552,15841,9,-1215.7338131400002,383.46,-0.0055801278707804155,0.0035755786,0.016552734375,0.4979931116104126,-2.728200585395098,0.9484024047851562,686.8396606445312,0.0003,0.2,730,1425.5838362693787
