time/fps,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/learning_rate,train/clip_fraction,train/std,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/loss
9,651.2954545454545,5892,57344,-1595.3776155454545,28,-2.716194544732571,0.9017376750707626,0.2,417.6165051460266,0.0003,0.033349609375,0.9457383751869202,-0.007592012462555431,0.0042375447,1010,128.78968811035156
9,659.0666666666667,6101,59392,-1620.7538898000003,29,-2.7168879836797712,0.5291094481945038,0.2,5442.722235393524,0.0003,0.041259765625,0.9415727853775024,-0.0036346378416055813,0.0050865263,1020,3072.3173828125
9,658.5326086956521,6310,61440,-1613.4494480978265,30,-2.7035944506525995,0.901677206158638,0.2,485.11417689323423,0.0003,0.044189453125,0.9336858987808228,-0.007975092480774038,0.0047048107,1030,254.35057067871094
9,659.5684210526316,6521,63488,-1587.161730294737,31,-2.6921270810067655,0.7730002403259277,0.2,3628.8075885772705,0.0003,0.020654296875,0.930996835231781,-0.006809742668701801,0.004020418,1040,206.6761016845703
9,666.6082474226804,6730,65536,-1615.9443715463917,32,-2.6886614367365835,0.6914518773555756,0.2,6755.792140865326,0.0003,0.024658203125,0.9303358793258667,-0.005254844843875617,0.0033529878,1050,1270.3291015625
9,668.97,6940,67584,-1629.3575958400002,33,-2.6985219188034533,0.9376162998378277,0.2,262.0843452692032,0.0003,0.033544921875,0.9384000897407532,-0.009440823311160784,0.006166451,1060,126.60568237304688
9,665.93,7150,69632,-1591.2934229600003,34,-2.7036449745297433,0.8986476808786392,0.2,643.8769859552383,0.0003,0.057666015625,0.9398506879806519,-0.009697124166996219,0.007853925,1070,247.07626342773438
9,673.1,7361,71680,-1600.0951863799999,35,-2.709433451294899,0.7533050328493118,0.2,4119.856723880768,0.0003,0.04443359375,0.9430124163627625,-0.006259506303467788,0.0056768507,1080,335.8201904296875
9,675.64,7570,73728,-1614.1335767799997,36,-2.7071056231856345,0.7434345781803131,0.2,892.578164434433,0.0003,0.041748046875,0.9386125802993774,-0.007916155274142512,0.0057850285,1090,178.44143676757812
9,689.25,7779,75776,-1633.71445969,37,-2.7025729663670064,0.29384851455688477,0.2,733.77062728405,0.0003,0.07509765625,0.9370661377906799,-0.010957226288155653,0.009580968,1100,192.4112091064453
9,678.92,7991,77824,-1570.8983357000002,38,-2.707108975946903,0.9321384280920029,0.2,191.5170155763626,0.0003,0.090576171875,0.941836953163147,-0.015236477606231346,0.010432446,1110,44.899818420410156
9,678.92,8200,79872,-1566.29413524,39,-2.707046648859978,0.6461476981639862,0.2,5547.698507452011,0.0003,0.038671875,0.9375176429748535,-0.007559297201078152,0.0053575835,1120,1558.883056640625
9,692.79,8410,81920,-1601.8932596000002,40,-2.6981324553489685,0.7169028222560883,0.2,247.07951090335845,0.0003,0.065869140625,0.9320732355117798,-0.010314587011816912,0.008272413,1130,143.58326721191406
9,701.08,8620,83968,-1607.98305334,41,-2.687558176368475,0.6569353938102722,0.2,3917.325515985489,0.0003,0.01826171875,0.9297657012939453,-0.004642232949845493,0.0030480733,1140,97.891845703125
9,711.61,8829,86016,-1637.7218117499997,42,-2.681834678351879,0.7266103327274323,0.2,2539.519102239609,0.0003,0.0173828125,0.9255622029304504,-0.005472678519436158,0.0034980744,1150,238.70263671875
9,708.61,9038,88064,-1635.2766422799998,43,-2.6725203573703764,0.8781154900789261,0.2,563.9723934650422,0.0003,0.016845703125,0.9215352535247803,-0.005951356998411939,0.004224655,1160,107.95077514648438
9,710.52,9249,90112,-1635.6441458,44,-2.6638260930776596,0.7704291194677353,0.2,531.7449990749359,0.0003,0.056591796875,0.9194320440292358,-0.007481370560708456,0.006715719,1170,89.41783142089844
9,715.73,9459,92160,-1631.5879201699997,45,-2.6661389246582985,0.9076728895306587,0.2,536.7557992219924,0.0003,0.066650390625,0.9234903454780579,-0.009407201730937231,0.006779211,1180,233.31333923339844
9,728.76,9669,94208,-1683.8796945499998,46,-2.6706155471503736,0.5138612389564514,0.2,3249.4485109329225,0.0003,0.0205078125,0.9225951433181763,-0.002772101633308921,0.0013446824,1190,2929.29541015625
9,727.77,9879,96256,-1679.62269927,47,-2.669775074720383,0.7230974435806274,0.2,3231.817896270752,0.0003,0.026513671875,0.9226152896881104,-0.004158192635804881,0.003217217,1200,465.11181640625
9,736.76,10088,98304,-1671.28998255,48,-2.6746145226061344,0.6958292722702026,0.2,621.5379168272018,0.0003,0.02763671875,0.9292449355125427,-0.007471687612996903,0.0039150827,1210,170.53762817382812
9,740.67,10298,100352,-1684.3015667599996,49,-2.6851019971072674,0.7383924722671509,0.2,256.0254694223404,0.0003,0.055712890625,0.9304276704788208,-0.010474994117976167,0.007410207,1220,97.17707061767578
9,745.72,10507,102400,-1688.3890769599998,50,-2.694608475267887,0.9306008890271187,0.2,364.4516842246056,0.0003,0.04365234375,0.9372265338897705,-0.00729068091022782,0.0061083958,1230,39.89259719848633
9,746.13,10718,104448,-1654.92896285,51,-2.7078138872981072,0.9534476846456528,0.2,160.60913145542145,0.0003,0.08623046875,0.9422371983528137,-0.01362219979346264,0.009289204,1240,46.686824798583984
9,740.8,10929,106496,-1647.92791671,52,-2.7167166255414488,0.16214758157730103,0.2,3984.9304085969925,0.0003,0.056396484375,0.9453558921813965,-0.006455975642893463,0.00359035,1250,282.66217041015625
9,749.27,11140,108544,-1644.5576729099996,53,-2.719145775586367,0.5587450563907623,0.2,2816.1450837135317,0.0003,0.00771484375,0.9452963471412659,-0.0038917981073609553,0.0025505852,1260,166.92982482910156
9,755.72,11349,110592,-1644.06573677,54,-2.72673242688179,0.3993496298789978,0.2,959.2186378479004,0.0003,0.052880859375,0.9526554346084595,-0.011234729355783202,0.0077168504,1270,350.9613037109375
9,755.72,11558,112640,-1628.1730757,55,-2.7322074569761754,0.023783624172210693,0.2,3919.964413976669,0.0003,0.059619140625,0.949870228767395,-0.006254774538683705,0.0048389696,1280,98.30354309082031
9,752.67,11768,114688,-1621.6308959700002,56,-2.717221711575985,0.8401293307542801,0.2,74.44910351037979,0.0003,0.12255859375,0.9410496950149536,-0.015684068671544083,0.011796186,1290,31.653690338134766
9,752.47,11978,116736,-1640.2329545599996,57,-2.710200238227844,0.5663796067237854,0.2,4282.172215890884,0.0003,0.023095703125,0.9425445795059204,-0.003781828554929234,0.0021634558,1300,2227.389892578125
9,753.36,12189,118784,-1635.2604709699997,58,-2.7139871537685396,0.7931774109601974,0.2,785.9395837783813,0.0003,0.03369140625,0.9451552033424377,-0.007252469565719366,0.006309307,1310,125.27948760986328
9,748.07,12399,120832,-1580.91308156,59,-2.721685869246721,0.6887338757514954,0.2,1947.1273488163947,0.0003,0.059912109375,0.9491754770278931,-0.009155780472792686,0.007471104,1320,27.87728500366211
9,750.03,12609,122880,-1598.8992200699995,60,-2.727436240762472,0.19350767135620117,0.2,6677.51452627182,0.0003,0.01162109375,0.9494004845619202,-0.0034453850996214895,0.0039456803,1330,386.82769775390625
9,751.76,12820,124928,-1595.1305181399998,61,-2.728798158466816,0.7333988547325134,0.2,624.2178528308868,0.0003,0.0154296875,0.9502739906311035,-0.007618243043543771,0.0034572445,1340,74.91769409179688
9,757.85,13031,126976,-1596.3554567499998,62,-2.7297792874276636,0.8066512644290924,0.2,1039.4197269916535,0.0003,0.008984375,0.9489428997039795,-0.005635154270567,0.003334084,1350,130.91070556640625
9,728.78,13244,129024,-1501.8679720700002,63,-2.7275320068001747,0.5961279273033142,0.2,3283.380828046799,0.0003,0.013818359375,0.948421835899353,-0.004028738426859491,0.0063829324,1360,3329.518310546875
9,742.23,13453,131072,-1564.9172029200001,64,-2.7264898240566255,0.49453282356262207,0.2,8964.343534851074,0.0003,0.010400390625,0.9480847120285034,-0.005257584575156215,0.003118285,1370,2199.1982421875
9,742.23,13662,133120,-1557.57238114,65,-2.7236989818513395,0.7838490754365921,0.2,348.9458605527878,0.0003,0.064697265625,0.9465487003326416,-0.013393533951602875,0.009138857,1380,189.88006591796875
9,740.97,13872,135168,-1540.8312200199998,66,-2.7171751730144025,0.9025392606854439,0.2,185.00591857433318,0.0003,0.076318359375,0.9400936365127563,-0.013904917129548267,0.008909252,1390,60.05145263671875
9,744.35,14082,137216,-1568.6289070599998,67,-2.7011992171406747,0.4223744869232178,0.2,656.1133215427399,0.0003,0.0529296875,0.9320976734161377,-0.007051743631018325,0.006791646,1400,60.73595428466797
9,748.62,14291,139264,-1582.3957381900002,68,-2.689912861585617,0.7137411832809448,0.2,380.3365629196167,0.0003,0.059814453125,0.9310144186019897,-0.009482755159842782,0.006913644,1410,119.90097045898438
9,731.98,14504,141312,-1506.94967978,69,-2.6712818406522274,0.9181520342826843,0.2,184.5531832575798,0.0003,0.099169921875,0.9133301973342896,-0.013391054543899373,0.010571491,1420,60.37470626831055
9,726.61,14715,143360,-1483.7139005200004,70,-2.652974160015583,0.49227529764175415,0.2,5896.758562088013,0.0003,0.010546875,0.9130173921585083,-0.0018091040867147968,0.00089479913,1430,2307.640625
9,722.91,14925,145408,-1463.73785924,71,-2.6532579220831396,0.5935772955417633,0.2,5071.3008183479305,0.0003,0.001171875,0.9134311676025391,-0.00286172644700855,0.0015089021,1440,2463.390380859375
9,708.07,15136,147456,-1418.2628680799994,72,-2.653285548835993,0.6770617365837097,0.2,2242.518206691742,0.0003,0.043212890625,0.9118204712867737,-0.005065466566884424,0.0064699254,1450,209.86643981933594
9,699.24,15349,149504,-1386.0771332399997,73,-2.6508541077375414,0.7761263251304626,0.2,2900.010011386871,0.0003,0.0654296875,0.911787748336792,-0.006506504774733912,0.005815249,1460,1137.6181640625
9,699.53,15559,151552,-1409.44670545,74,-2.6476272612810137,0.7450319826602936,0.2,4757.007301902771,0.0003,0.000732421875,0.9087004661560059,-0.0015477536508115008,0.0010201301,1470,3787.371826171875
9,705.8,15769,153600,-1430.93597074,75,-2.6449784971773624,0.38465046882629395,0.2,4179.703197479248,0.0003,0.00224609375,0.9101357460021973,-0.0028060006152372807,0.0016697864,1480,1233.4884033203125
9,686.27,15980,155648,-1348.8249312100002,76,-2.649379504472017,0.9018263295292854,0.2,981.3459315776824,0.0003,0.019580078125,0.9116631150245667,-0.007659443950979039,0.0050061108,1490,179.7764892578125
9,665.57,16193,157696,-1257.07304208,77,-2.6455747693777085,0.7008161246776581,0.2,4077.3725938796997,0.0003,0.03671875,0.9060622453689575,-0.008056526449217926,0.005996567,1500,4368.7626953125
9,653.9,16405,159744,-1236.4937804800002,78,-2.635890721529722,0.3514454960823059,0.2,10439.576681137085,0.0003,0.00126953125,0.9035569429397583,-0.004418985091615468,0.0013734173,1510,1063.9686279296875
9,655.48,16614,161792,-1219.85563563,79,-2.6363359943032263,0.7680628001689911,0.2,3259.256225395203,0.0003,0.012060546875,0.9075123071670532,-0.005953922781918664,0.0022981865,1520,841.4112548828125
9,648.03,16824,163840,-1210.30867188,80,-2.6385809555649757,0.5704699456691742,0.2,2241.764656257629,0.0003,0.02060546875,0.9036961793899536,-0.005750095465919003,0.003222522,1530,1762.843994140625
9,645.72,17035,165888,-1177.5394945500002,81,-2.6274244762957095,0.7158531248569489,0.2,481.45787689685824,0.0003,0.08369140625,0.8992270827293396,-0.010298413076088763,0.00863307,1540,98.5263671875
9,638.41,17246,167936,-1150.2624413400001,82,-2.6263760909438134,0.6559720039367676,0.2,6101.097121429443,0.0003,0.006005859375,0.9014101028442383,-0.0033263316567172297,0.0014537235,1550,2655.84716796875
9,641.57,17456,169984,-1159.0774242100001,83,-2.6258274264633656,0.5033743381500244,0.2,6820.954706382751,0.0003,0.05908203125,0.8985629081726074,-0.006504556367872283,0.00509861,1560,1836.2445068359375
9,652.61,17666,172032,-1173.41053716,84,-2.61774051040411,0.6847976446151733,0.2,2695.552579498291,0.0003,0.06474609375,0.8955260515213013,-0.009968061580730136,0.0065506026,1570,7056.42578125
9,625.96,17879,174080,-1138.08125718,85,-2.6193192303180695,0.8117055594921112,0.2,677.5199754238129,0.0003,0.0533203125,0.899249792098999,-0.008323710528202355,0.006891968,1580,250.05758666992188
9,598.62,18094,176128,-1068.23026145,86,-2.629254512488842,0.40018177032470703,0.2,3887.0408084869387,0.0003,0.05849609375,0.9050123691558838,-0.007535609579645097,0.01136449,1590,445.7579040527344
9,582.56,18305,178176,-1041.6717419,87,-2.635310263931751,0.4788954257965088,0.2,6503.193808937072,0.0003,0.0150390625,0.9045567512512207,-0.0038002319633960724,0.0021948507,1600,1946.3856201171875
9,564.44,18520,180224,-988.8799445100001,88,-2.631880301237106,0.6797823309898376,0.2,2390.194613981247,0.0003,0.03505859375,0.9017960429191589,-0.007355314517917577,0.0071259174,1610,434.38568115234375
9,568.43,18730,182272,-996.03835931,89,-2.628391378372908,0.5336670577526093,0.2,10956.505950546265,0.0003,0.023193359375,0.9011591672897339,-0.003988436079816892,0.0031582275,1620,5070.693359375
9,573.77,18940,184320,-1008.71165428,90,-2.6223814584314824,0.802598237991333,0.2,1103.1384854316711,0.0003,0.029541015625,0.895873486995697,-0.010245069774100557,0.005474665,1630,676.4522094726562
9,575.51,19152,186368,-1004.2563971200001,91,-2.6116062723100186,0.6040761470794678,0.2,2459.013206243515,0.0003,0.029931640625,0.8926315307617188,-0.006917352325399406,0.0061498256,1640,207.73387145996094
9,568.62,19363,188416,-968.90563162,92,-2.6154404670000075,0.7872762382030487,0.2,2592.9124562263487,0.0003,0.022998046875,0.8973422646522522,-0.007287531689507886,0.003967543,1650,853.7861938476562
9,556.71,19574,190464,-921.5120927099998,93,-2.6192545376718046,0.6798067390918732,0.2,4463.739078140259,0.0003,0.007275390625,0.8958628177642822,-0.004090696250204928,0.0016434132,1660,677.4879150390625
9,549.11,19785,192512,-881.6068860199999,94,-2.6181309416890146,0.7774439007043839,0.2,1738.558961057663,0.0003,0.07548828125,0.895946741104126,-0.01088864309422206,0.008379079,1670,2273.60302734375
9,540.92,19996,194560,-860.1296092999999,95,-2.6130874447524546,0.7437537908554077,0.2,4306.839486026764,0.0003,0.020947265625,0.8908030986785889,-0.0044960010673094075,0.0036275699,1680,683.818359375
9,552.07,20207,196608,-889.64932972,96,-2.6064908400177957,0.8811883255839348,0.2,955.8600256443024,0.0003,0.03271484375,0.891137957572937,-0.008384268981171773,0.0062563233,1690,236.39678955078125
9,548.24,20417,198656,-919.0040040900001,97,-2.5980844922363757,0.7091819941997528,0.2,2238.9296593666077,0.0003,0.035107421875,0.881924033164978,-0.007853129340219311,0.0044477154,1700,335.8155517578125
9,549.93,20629,200704,-912.47681911,98,-2.577697993814945,0.7504446506500244,0.2,1244.5721097946166,0.0003,0.043017578125,0.8738265037536621,-0.00905384858197067,0.0053881276,1710,582.2430419921875
9,548.51,20840,202752,-905.9275701699999,99,-2.569921135902405,0.6666941046714783,0.2,3601.902126789093,0.0003,0.04365234375,0.8744581937789917,-0.0041119241606793365,0.0059920875,1720,546.2236938476562
9,548.28,21050,204800,-890.7685519099999,100,-2.5681965067982673,0.752803236246109,0.2,3296.4955068588256,0.0003,0.022900390625,0.872270941734314,-0.0072683917998801915,0.0057380022,1730,4823.6328125
9,547.26,21261,206848,-863.9411247699999,101,-2.5651730448007584,0.7574004530906677,0.2,3043.930836868286,0.0003,0.018310546875,0.872485339641571,-0.004635135305579752,0.002626866,1740,4596.19921875
9,537.52,21475,208896,-823.6171314200001,102,-2.5717087730765344,0.8460199683904648,0.2,2018.9136828422547,0.0003,0.0646484375,0.8761769533157349,-0.011517153987369966,0.007844025,1750,285.2912902832031
9,534.89,21685,210944,-806.8407004700001,103,-2.5730456478893755,0.7381563782691956,0.2,6331.3803447723385,0.0003,0.003515625,0.8761070966720581,-0.0020728897507069632,0.0024881093,1760,2196.142578125
9,529.82,21899,212992,-820.04072932,104,-2.5676410034298898,0.8166795670986176,0.2,3680.1472809791567,0.0003,0.03701171875,0.8708797097206116,-0.008180137062299763,0.005555278,1770,1785.0660400390625
9,525.03,22112,215040,-793.1387626800001,105,-2.5659009739756584,0.833078071475029,0.2,2319.217916584015,0.0003,0.023046875,0.8755950927734375,-0.005887790423003025,0.004546202,1780,483.35247802734375
9,522.58,22322,217088,-779.5209299800001,106,-2.5724512092769145,0.7619997262954712,0.2,6092.355599594116,0.0003,0.005224609375,0.8752005100250244,-0.0035602146963356063,0.002156613,1790,3219.146484375
9,525.32,22531,219136,-783.7972001400001,107,-2.5654920361936093,0.7921627014875412,0.2,1643.9334607124329,0.0003,0.028857421875,0.869308352470398,-0.00683491145609878,0.0044709668,1800,229.9601287841797
9,519.7,22743,221184,-777.2610434600001,108,-2.5560559071600437,0.6803991496562958,0.2,570.3080565929413,0.0003,0.03837890625,0.8692482709884644,-0.010185482443193904,0.006885978,1810,105.38077545166016
9,515.68,22953,223232,-773.0092096000001,109,-2.5581301927566527,0.7734192162752151,0.2,3426.2980151176453,0.0003,0.00966796875,0.8687059283256531,-0.0033382322188117543,0.0038983198,1820,1326.4674072265625
9,511.91,23167,225280,-741.2942591100001,110,-2.558388116955757,0.8839279040694237,0.2,596.5687874078751,0.0003,0.085986328125,0.8687312602996826,-0.010229534804238938,0.011183545,1830,154.44976806640625
9,513.41,23380,227328,-708.06691843,111,-2.554722686111927,0.5826427042484283,0.2,6018.724892997741,0.0003,0.018359375,0.8665065765380859,-0.004188345062721055,0.004428752,1840,4809.19140625
9,523.44,23590,229376,-754.7752719000001,112,-2.549496679008007,0.7250143587589264,0.2,4918.724667358399,0.0003,0.049462890625,0.8647326231002808,-0.00795598499244079,0.005736579,1850,1469.3284912109375
9,537.31,23799,231424,-793.3233759100002,113,-2.5381823405623436,0.7959105223417282,0.2,1127.0194797039032,0.0003,0.03076171875,0.8563235402107239,-0.006208417634479701,0.005247831,1860,118.40647888183594
9,538.93,24008,233472,-801.3491481100002,114,-2.5279536187648772,0.826158344745636,0.2,616.9295922756195,0.0003,0.064990234375,0.8552713394165039,-0.012447678815806284,0.009540729,1870,278.4747314453125
9,548.73,24219,235520,-799.52438144,115,-2.5247143849730493,0.7123193144798279,0.2,2180.9814984321592,0.0003,0.0431640625,0.8548828363418579,-0.006600271677598357,0.004640829,1880,377.0671081542969
9,550.58,24432,237568,-759.3723635900001,116,-2.5225278452038764,0.6314695179462433,0.2,2292.9108825683593,0.0003,0.0380859375,0.8530876636505127,-0.005356060336634982,0.0051405216,1890,123.78742218017578
9,552.72,24642,239616,-764.1275917699999,117,-2.518983758240938,0.43627530336380005,0.2,4207.7700475692745,0.0003,0.044091796875,0.8523005247116089,-0.005402473129652208,0.004551407,1900,326.35626220703125
9,556.72,24854,241664,-766.4357975800001,118,-2.5281878627836702,0.6665434837341309,0.2,431.34385137557985,0.0003,0.083837890625,0.8609845042228699,-0.010612467842292972,0.008986687,1910,175.70797729492188
9,549.8,25067,243712,-733.61538235,119,-2.538280863314867,0.7870701849460602,0.2,1405.2821102142334,0.0003,0.05625,0.8615552186965942,-0.007605484209489077,0.0063590547,1920,114.29197692871094
9,531.93,25279,245760,-726.20191781,120,-2.5420364409685137,0.7303357422351837,0.2,5094.087343215942,0.0003,0.012890625,0.8635683655738831,-0.0034105520142475145,0.0021790667,1930,778.7464599609375
9,520.57,25495,247808,-656.0442666,121,-2.543834090232849,0.7288385331630707,0.2,3096.041433906555,0.0003,0.0166015625,0.8632394671440125,-0.004886268363043201,0.003056962,1940,471.4103698730469
9,527.66,25705,249856,-665.6240039499999,122,-2.541924664378166,0.7938459515571594,0.2,7181.865830612182,0.0003,0.018115234375,0.8619829416275024,-0.004114280932117254,0.00532809,1950,2808.151123046875
9,509.26,25917,251904,-612.78562076,123,-2.5410780422389507,0.8879572600126266,0.2,631.7923425197602,0.0003,0.05263671875,0.8623197674751282,-0.007340079300047364,0.008529417,1960,261.4224548339844
9,509.04,26132,253952,-658.4539200300001,124,-2.5364966236054896,0.8362650722265244,0.2,2835.2466661453245,0.0003,0.0193359375,0.8573712110519409,-0.005913437440176495,0.0051821587,1970,380.9116516113281
9,506.05,26341,256000,-674.9919111999999,125,-2.5295778915286062,0.8141847401857376,0.2,3011.118147277832,0.0003,0.025341796875,0.8570297360420227,-0.006904939257947262,0.004910054,1980,1337.19677734375
9,501.59,26551,258048,-656.6646820899998,126,-2.5101825796067714,0.8243947178125381,0.2,682.5421275615693,0.0003,0.060986328125,0.8423190116882324,-0.011705606266332325,0.008129358,1990,143.58236694335938
9,508.71,26762,260096,-669.9009659999999,127,-2.49323041215539,0.7394340932369232,0.2,2351.5702880859376,0.0003,0.0345703125,0.8407777547836304,-0.00405893377319444,0.0045310315,2000,316.7669982910156
9,524.46,26971,262144,-705.5509251299998,128,-2.490445388108492,0.8017891198396683,0.2,4881.797140312195,0.0003,0.04326171875,0.8406358957290649,-0.005009434865496587,0.006418686,2010,6358.662109375
9,534.25,27181,264192,-724.97858507,129,-2.503587520867586,0.9085026457905769,0.2,455.01977915763854,0.0003,0.100634765625,0.8517582416534424,-0.013457744632614777,0.010690293,2020,81.29437255859375
9,542.06,27391,266240,-772.7964200899999,130,-2.515689325332642,0.8295573145151138,0.2,1266.5957062244415,0.0003,0.0333984375,0.8517999649047852,-0.005539680369838607,0.0054468783,2030,1410.7899169921875
9,554.83,27600,268288,-765.3291521399999,131,-2.5221890710294246,0.7956061810255051,0.2,765.0142388343811,0.0003,0.070361328125,0.8557001352310181,-0.010291121387854218,0.007991751,2040,118.61378479003906
9,565.92,27811,270336,-788.0276111799999,132,-2.500940541923046,0.6288613975048065,0.2,66.73760855793952,0.0003,0.186279296875,0.8376897573471069,-0.013192948974028696,0.017016018,2050,16.93431854248047
9,565.71,28022,272384,-768.6453062599998,133,-2.4797448493540286,0.8780267313122749,0.2,203.3263117313385,0.0003,0.097021484375,0.8354409337043762,-0.008654577034758405,0.009256031,2060,66.2511978149414
9,565.61,28233,274432,-786.69457727,134,-2.4783662810921667,0.2679034471511841,0.2,6013.21730670929,0.0003,0.017041015625,0.8351040482521057,-0.0019990753324236723,0.0049757506,2070,882.4324951171875
