train/n_updates,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/episodes,train/ent_coef,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,train/critic_loss,train/learning_rate,time/time_elapsed
799568,-95.77977519,9,100069,712,0.20610086619853973,187.88104248046875,-0.34644803404808044,149.38,298.4295349121094,0.0003,10921
800246,-57.37111734000001,9,100747,716,0.20650255680084229,223.30845642089844,-0.08459710329771042,146.98,309.03643798828125,0.0003,10993
801084,-97.95408154,9,101585,720,0.214805468916893,135.0965118408203,0.07057613134384155,149.47,417.8614501953125,0.0003,11082
801810,-138.64698062999997,9,102311,724,0.2081114947795868,211.7730255126953,-0.5071489810943604,149.4,238.80490112304688,0.0003,11160
802516,-148.05227314,9,103017,728,0.2046375870704651,116.16978454589844,0.2502382695674896,151.44,351.9876708984375,0.0003,11235
803191,-192.80712294,9,103692,732,0.21139824390411377,184.0198211669922,0.30657288432121277,152.02,334.0933837890625,0.0003,11308
803827,-186.33685734000002,9,104328,736,0.21546752750873566,140.30447387695312,0.045171573758125305,149.7,247.69989013671875,0.0003,11377
804203,-112.2925811,9,104704,740,0.20999762415885925,169.23452758789062,-0.23246747255325317,145.02,294.16082763671875,0.0003,11420
804941,-138.67475950000002,9,105442,744,0.2043919712305069,147.5555419921875,-0.10094118118286133,146.86,296.6724853515625,0.0003,11499
805517,-174.45747163,9,106018,748,0.2078971415758133,157.03079223632812,-0.12523490190505981,146.14,337.64495849609375,0.0003,11561
806133,-159.46803826000004,9,106634,752,0.21269412338733673,166.11155700683594,-0.1526208519935608,147.56,284.4300842285156,0.0003,11628
806922,-171.22424995,9,107423,756,0.2117973268032074,175.10092163085938,-0.13833323121070862,150.39,322.37591552734375,0.0003,11712
807383,-195.07946424999997,9,107884,760,0.2157878875732422,164.9250946044922,-0.1546352207660675,150.95,213.01785278320312,0.0003,11763
807970,-165.33309828,9,108471,764,0.21301928162574768,211.50439453125,-0.255491703748703,151.06,385.03704833984375,0.0003,11827
808504,-166.89127993000002,9,109005,768,0.208411306142807,105.98391723632812,0.3186650574207306,152.01,280.3248596191406,0.0003,11886
809168,-178.18184754,9,109669,772,0.2024306058883667,184.42214965820312,-0.08508384227752686,155.65,329.69561767578125,0.0003,11957
809651,-205.36421911000002,9,110152,776,0.20190219581127167,111.27349853515625,0.7374621629714966,152.72,425.1126403808594,0.0003,12011
810170,-188.95249298000007,9,110671,780,0.20472809672355652,106.22438049316406,0.14315387606620789,153.55,271.0821533203125,0.0003,12068
811040,-184.14931439000003,9,111541,784,0.20116113126277924,168.86703491210938,0.28717881441116333,156.38,226.50048828125,0.0003,12160
811684,-167.93881808000003,9,112185,788,0.20058342814445496,236.45608520507812,-0.5673292279243469,155.99,333.315185546875,0.0003,12230
812342,-154.15882741000001,9,112843,792,0.20089739561080933,151.28561401367188,-0.5641018152236938,156.99,255.2090301513672,0.0003,12301
813056,-220.23869249000003,9,113557,796,0.2071717083454132,182.66908264160156,-0.49871310591697693,159.93,223.25241088867188,0.0003,12377
813694,-211.23913892000002,9,114195,800,0.2006513625383377,137.2931365966797,-0.17821794748306274,158.91,269.5849304199219,0.0003,12446
814633,-183.01382590999995,9,115134,804,0.2053074985742569,128.71771240234375,-0.17293787002563477,162.54,343.47161865234375,0.0003,12545
