train/n_updates,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/episodes,train/ent_coef,train/actor_loss,train/ent_coef_loss,rollout/ep_len_mean,train/critic_loss,train/learning_rate,time/time_elapsed
814967,-176.61499278000002,9,115468,808,0.20037725567817688,199.98577880859375,0.039792366325855255,160.91,289.0892639160156,0.0003,12583
815389,-164.89825902,9,115890,812,0.20356249809265137,195.53433227539062,-0.06340235471725464,158.21,207.099609375,0.0003,12631
816088,-184.71450376999994,9,116589,816,0.2048778235912323,106.72955322265625,0.18710577487945557,158.42,298.8948974609375,0.0003,12705
816581,-156.36530734,9,117082,820,0.20640131831169128,149.88198852539062,-0.206321120262146,154.97,273.0602722167969,0.0003,12760
816980,-110.28370767999999,9,117481,824,0.2056669294834137,172.50062561035156,0.28750932216644287,151.7,381.3199462890625,0.0003,12805
818322,-92.68929200000001,9,118823,828,0.20381931960582733,244.22018432617188,-0.34221360087394714,158.06,249.84056091308594,0.0003,12944
818863,-69.69172635,9,119364,832,0.20259404182434082,170.0032958984375,0.298217236995697,156.72,308.96337890625,0.0003,13004
819178,-59.133812009999964,9,119679,836,0.2038794606924057,164.74740600585938,-0.23273083567619324,153.51,284.07733154296875,0.0003,13040
819837,-64.41602825,9,120338,840,0.20234930515289307,166.2052001953125,0.06240375339984894,156.34,391.68145751953125,0.0003,13111
820633,-65.85198761999999,9,121134,844,0.19748681783676147,130.62850952148438,-0.4486464858055115,156.92,297.9415283203125,0.0003,13196
821347,-70.14790937000001,9,121848,848,0.19621343910694122,106.00347137451172,0.16894356906414032,158.3,382.8888854980469,0.0003,13272
822332,-118.27567313,9,122833,852,0.19980289041996002,122.0181884765625,0.048591673374176025,161.99,315.9947509765625,0.0003,13376
822744,-67.07134981999997,9,123245,856,0.1982373297214508,115.08462524414062,0.05284711718559265,158.22,338.86798095703125,0.0003,13422
823366,-72.28439383999998,9,123867,860,0.20750854909420013,186.9457550048828,0.04212700203061104,159.83,230.17735290527344,0.0003,13489
823757,-45.38831773999999,9,124258,864,0.20264774560928345,151.75050354003906,0.6083256006240845,157.87,255.97125244140625,0.0003,13533
824119,-40.727776510000005,9,124620,868,0.20109809935092926,114.30300903320312,-0.035067662596702576,156.15,275.16839599609375,0.0003,13575
824616,-18.245512890000004,9,125117,872,0.19569675624370575,145.7838134765625,0.1574990153312683,154.48,298.42828369140625,0.0003,13629
825290,-0.20058337000000392,9,125791,876,0.19871582090854645,134.66635131835938,-0.3349883258342743,156.39,330.8453369140625,0.0003,13702
826102,-6.08909870000001,9,126603,880,0.2026689052581787,165.3146514892578,-0.3770410120487213,159.32,251.20068359375,0.0003,13788
826599,-6.723610530000001,9,127100,884,0.2028668224811554,142.96435546875,0.010934524238109589,155.59,278.89776611328125,0.0003,13843
827411,8.760304089999993,9,127912,888,0.2099185287952423,143.20338439941406,0.08070380985736847,157.27,389.9056396484375,0.0003,13930
827905,11.299344469999994,9,128406,892,0.20776093006134033,128.60580444335938,0.28169286251068115,155.63,348.47308349609375,0.0003,13984
828617,63.637625019999994,9,129118,896,0.20515021681785583,182.86370849609375,-0.2508448660373688,155.61,263.5587463378906,0.0003,14060
829357,115.53267043000004,9,129858,900,0.19646205008029938,120.89321899414062,0.6250454187393188,156.63,238.00137329101562,0.0003,14140
829777,128.62672566,9,130278,904,0.19673798978328705,149.59228515625,0.4633115530014038,151.44,235.97694396972656,0.0003,14187
830162,90.58939366,9,130663,908,0.20057867467403412,141.44830322265625,0.11699426174163818,151.95,269.4808044433594,0.0003,14230
830813,98.34757559999998,9,131314,912,0.1953565627336502,162.38064575195312,0.03682772070169449,154.24,266.2095947265625,0.0003,14301
831621,132.31610852999998,9,132122,916,0.2005535066127777,132.60498046875,0.049282386898994446,155.33,348.977783203125,0.0003,14387
832205,129.96291663,9,132706,920,0.19787289202213287,112.92903137207031,0.3159547448158264,156.24,401.1072998046875,0.0003,14450
832941,121.05742490999997,9,133442,924,0.19397088885307312,146.0801239013672,0.17855122685432434,159.61,391.56414794921875,0.0003,14529
833709,137.81138952999999,9,134210,928,0.2026994675397873,137.64505004882812,-0.03606286644935608,153.87,249.40634155273438,0.0003,14611
834271,175.62574986999996,9,134772,932,0.2020561695098877,207.12374877929688,-0.36754363775253296,154.08,301.0647888183594,0.0003,14672
834627,175.03164051,9,135128,936,0.2058742344379425,157.9056854248047,-0.08782424032688141,154.49,333.3822021484375,0.0003,14713
835279,131.18303921999998,9,135780,940,0.20302647352218628,134.3289337158203,-0.06526778638362885,154.42,370.04888916015625,0.0003,14783
835804,159.56874452,9,136305,944,0.20004257559776306,94.96034240722656,0.2730296850204468,151.71,310.2724914550781,0.0003,14841
836703,147.7046219,9,137204,948,0.19336190819740295,172.85020446777344,-0.019719280302524567,153.56,238.76065063476562,0.0003,14936
837387,154.55049944999996,9,137888,952,0.19518053531646729,85.03760528564453,0.053264319896698,150.55,373.7115173339844,0.0003,15010
837956,150.3324763,9,138457,956,0.19643044471740723,180.62680053710938,0.39225873351097107,152.12,390.5048522949219,0.0003,15072
838878,120.25836027,9,139379,960,0.19819574058055878,83.6618423461914,0.29888078570365906,155.12,445.4740295410156,0.0003,15169
839846,65.19724790000001,9,140347,964,0.19140170514583588,185.5614013671875,0.03617739677429199,160.89,431.09918212890625,0.0003,15271
840552,71.69830113,9,141053,968,0.19673940539360046,121.77421569824219,0.5309531092643738,164.33,349.11212158203125,0.0003,15347
841648,55.93499216000001,9,142149,972,0.19121412932872772,143.05404663085938,0.25171586871147156,170.32,259.2781982421875,0.0003,15462
842090,94.04638911999999,9,142591,976,0.19633817672729492,137.34837341308594,-0.17465654015541077,168.0,300.9675598144531,0.0003,15511
842998,29.975883339999967,9,143499,980,0.18883512914180756,133.4550323486328,0.2655872106552124,168.96,326.05609130859375,0.0003,15607
844146,39.578933569999975,9,144647,984,0.19368673861026764,128.28375244140625,0.7628835439682007,175.47,525.5206298828125,0.0003,15727
844645,67.24316171,9,145146,988,0.19606564939022064,125.21197509765625,-0.039791837334632874,172.34,335.852783203125,0.0003,15782
845048,70.98769533999999,9,145549,992,0.19556790590286255,167.4819793701172,-0.07402671873569489,171.43,304.7605285644531,0.0003,15827
845678,73.92186275999998,9,146179,996,0.19829072058200836,77.30543518066406,0.4270004630088806,170.61,359.1495056152344,0.0003,15895
846543,69.14493531,9,147044,1000,0.1920454055070877,151.7631072998047,-0.2666178345680237,171.86,380.2762451171875,0.0003,15987
846898,53.43047788999999,9,147399,1004,0.19207650423049927,144.85296630859375,0.042269036173820496,171.21,248.06991577148438,0.0003,16028
847411,89.23045361999999,9,147912,1008,0.19306139647960663,176.66616821289062,-0.32457178831100464,172.49,223.87606811523438,0.0003,16084
848007,72.34897663,9,148508,1012,0.19358834624290466,143.27255249023438,-0.12279565632343292,171.94,218.80612182617188,0.0003,16149
848891,-10.248155530000009,9,149392,1016,0.1899348646402359,158.67404174804688,0.13336928188800812,172.7,638.3360595703125,0.0003,16242
