time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/total_timesteps,train/policy_gradient_loss,train/clip_range,train/loss,train/clip_fraction,train/std,train/value_loss,train/explained_variance,train/n_updates,train/learning_rate,train/approx_kl,train/entropy_loss
133,80.21,29078,9,915.1192262600001,272384,-0.004821964254369959,0.2,9793.0205078125,0.077880859375,0.7323102951049805,16212.93511505127,0.6581633388996124,1320,0.0003,0.0035500224,-2.2035000629723074
134,76.48,29319,9,919.3669062699998,274432,-0.0016430545510957018,0.2,9643.73828125,0.025537109375,0.7263447046279907,17886.225299072266,0.6324527561664581,1330,0.0003,0.0028648449,-2.1903462283313275
135,76.02,29558,9,918.5940476399999,276480,-0.0014998298313003034,0.2,10258.0888671875,0.040673828125,0.7198095321655273,16413.703291320802,0.6676977574825287,1340,0.0003,0.005672426,-2.1747774101793764
136,77.09,29797,9,902.2361170400001,278528,-0.0038337955746101217,0.2,8654.5400390625,0.060791015625,0.7118633985519409,15690.005001831054,0.6430213451385498,1350,0.0003,0.0060886,-2.1533681251108647
137,76.37,30038,9,903.9128310899999,280576,-0.005405710337799974,0.2,7005.06982421875,0.08525390625,0.7069889307022095,16461.700094604494,0.5012739896774292,1360,0.0003,0.007828103,-2.136214562505484
138,76.79,30279,9,904.04019665,282624,-0.0024969328194856645,0.2,9882.1015625,0.040625,0.7013687491416931,15218.655874633789,0.6160218417644501,1370,0.0003,0.003889016,-2.1235015638172627
139,74.31,30522,9,921.5955032699999,284672,-0.0077280138910282405,0.2,3526.44921875,0.114892578125,0.6934723258018494,14628.759466552734,0.6368337869644165,1380,0.0003,0.011493396,-2.1034337490797044
140,74.22,30764,9,920.3331397199998,286720,-0.0032521429820917547,0.2,8467.7548828125,0.050146484375,0.6858799457550049,15321.502647399902,0.6402918100357056,1390,0.0003,0.006506834,-2.0793201863765716
141,72.54,31007,9,923.3906637499999,288768,-0.0025001600006362423,0.2,4077.447265625,0.056201171875,0.686414361000061,14224.462850952148,0.6844027042388916,1400,0.0003,0.0076810583,-2.06620826870203
142,72.61,31250,9,923.7030735499998,290816,-0.0019687247171532364,0.2,7092.37255859375,0.04150390625,0.6827903985977173,14299.634256744384,0.641344428062439,1410,0.0003,0.003640037,-2.0622363165020943
143,74.34,31488,9,921.1397422499999,292864,-0.004167084698565304,0.2,3350.532470703125,0.065966796875,0.6848528385162354,13530.898993682862,0.6687012612819672,1420,0.0003,0.0048891315,-2.0604101225733755
144,74.66,31730,9,905.77909258,294912,-0.008403965944307857,0.2,8401.7734375,0.10791015625,0.6787988543510437,11717.861280822754,0.7082165777683258,1430,0.0003,0.011732403,-2.0565572798252107
145,73.21,31974,9,908.0994976199999,296960,-0.0025594963197363542,0.2,7110.412109375,0.06884765625,0.6748374104499817,12983.788246917724,0.602525532245636,1440,0.0003,0.0049954443,-2.0395611308515074
146,73.21,32218,9,893.68427843,299008,-0.003372741414932534,0.2,6648.63134765625,0.06484375,0.6725732088088989,12667.296342468262,0.6676143705844879,1450,0.0003,0.0067400597,-2.031035007536411
147,70.91,32461,9,912.2743607900001,301056,-0.0014143902022624387,0.2,6031.16015625,0.0640625,0.6682919263839722,12646.237801361083,0.6388304829597473,1460,0.0003,0.0058657937,-2.02138322070241
148,71.78,32703,9,908.58756255,303104,-0.001093715406022966,0.2,8108.72119140625,0.068994140625,0.6715335845947266,11842.10567855835,0.6905415952205658,1470,0.0003,0.0052028736,-2.01963174790144
149,72.14,32945,9,922.76570815,305152,-0.00529728906112723,0.2,3359.34033203125,0.086474609375,0.6729831695556641,10610.950532913208,0.750582680106163,1480,0.0003,0.005330236,-2.0278718121349812
150,71.66,33189,9,922.1692885799999,307200,-0.0037866306127398277,0.2,7617.61328125,0.052294921875,0.6708683967590332,10108.289541625976,0.7563942819833755,1490,0.0003,0.0058104163,-2.0283242598176003
151,73.64,33430,9,917.74424244,309248,-0.0017429431405616923,0.2,5586.32470703125,0.05517578125,0.6649584770202637,10812.148517608643,0.7634865939617157,1500,0.0003,0.004919019,-2.018933875858784
152,72.09,33672,9,920.00323225,311296,-0.0015082260826602579,0.2,4037.925048828125,0.0701171875,0.6597316265106201,9501.880235290528,0.7569813281297684,1510,0.0003,0.009117025,-2.000560449063778
153,73.5,33916,9,917.9968125500002,313344,-0.0032862536143511535,0.2,3912.5986328125,0.065478515625,0.6591132283210754,9404.769451904296,0.7580038756132126,1520,0.0003,0.0056035593,-1.992247598990798
154,71.01,34161,9,924.01658602,315392,-0.0025879968976369127,0.2,5305.544921875,0.0703125,0.6578454971313477,9406.63288421631,0.7781730741262436,1530,0.0003,0.008001716,-1.985840543732047
155,70.58,34403,9,926.0665988799999,317440,-0.0023017103434540332,0.2,6574.962890625,0.048583984375,0.6506068706512451,9541.407195281983,0.7545911818742752,1540,0.0003,0.00442408,-1.9730376560240983
156,71.05,34645,9,924.41467881,319488,-0.0020825328159844504,0.2,3698.460205078125,0.073876953125,0.6473948359489441,8566.260926055907,0.7776112407445908,1550,0.0003,0.0060260263,-1.9554553497582674
157,72.12,34887,9,922.05398852,321536,-0.0006120480597019195,0.2,3043.381103515625,0.090771484375,0.6451033353805542,8081.910540771484,0.8049328923225403,1560,0.0003,0.004514477,-1.9459402970969677
158,72.08,35130,9,922.0029163600001,323584,-0.0055843612091848625,0.2,2839.374267578125,0.074658203125,0.6349148750305176,7883.073787689209,0.7932959645986557,1570,0.0003,0.006646922,-1.9254498854279518
159,73.41,35371,9,918.6658364799998,325632,-0.0013255646073957906,0.2,4750.4169921875,0.07138671875,0.6252356767654419,7888.750783538819,0.7992640137672424,1580,0.0003,0.0051053385,-1.8927552085369825
160,71.36,35617,9,921.2976483100001,327680,-0.003945169676444493,0.2,3247.53857421875,0.06171875,0.6197822093963623,6941.332833862305,0.8337268978357315,1590,0.0003,0.0048036547,-1.8673300847411156
161,70.39,35861,9,922.4280856000001,329728,0.0014372666395502166,0.2,4830.3447265625,0.085791015625,0.6147387623786926,7725.9304145812985,0.7955771833658218,1600,0.0003,0.0064232154,-1.8518546726554632
162,70.15,36103,9,922.7643266500002,331776,-0.001991362901753746,0.2,5021.22802734375,0.08876953125,0.6129748821258545,6831.1134593963625,0.8189594149589539,1610,0.0003,0.007674149,-1.840103466436267
163,70.89,36346,9,922.2708820399998,333824,-0.0011401041032513604,0.2,4366.45947265625,0.11533203125,0.6033735871315002,6377.6546245574955,0.8327193409204483,1620,0.0003,0.013079077,-1.8229701213538647
164,72.09,36587,9,921.0754359300001,335872,-0.0031509224441833793,0.2,2941.04736328125,0.096044921875,0.6063594818115234,6214.982347869873,0.8350434750318527,1630,0.0003,0.0085229175,-1.8104970768094062
165,72.59,36829,9,920.9857256,337920,-0.005811998860735912,0.2,2160.65234375,0.077490234375,0.6048457026481628,5931.869058227539,0.8179471641778946,1640,0.0003,0.0066334596,-1.8129007264971733
166,73.95,37070,9,919.6572225599999,339968,-0.004852186047355644,0.2,2871.5263671875,0.09755859375,0.5997186303138733,5571.20975151062,0.8495579808950424,1650,0.0003,0.007344427,-1.8025050815194845
167,73.14,37315,9,920.84447795,342016,-0.0064639598393114285,0.2,2509.49755859375,0.09033203125,0.5912266969680786,5462.414459228516,0.8329665064811707,1660,0.0003,0.016056228,-1.7813500784337521
168,72.36,37557,9,921.59984136,344064,-0.006005757171078585,0.2,1564.239501953125,0.073291015625,0.5876023173332214,5502.010317993164,0.8376239538192749,1670,0.0003,0.0051953443,-1.7618846487253905
169,70.14,37803,9,925.7599525299999,346112,0.0004288003110559657,0.2,2276.4443359375,0.116064453125,0.5875694751739502,4919.442613983154,0.8612869679927826,1680,0.0003,0.0064782705,-1.7603040788322688
170,68.54,38049,9,926.1220833599999,348160,-0.0026479493302758784,0.2,2460.133544921875,0.10458984375,0.5864899754524231,5155.060773849487,0.8506747186183929,1690,0.0003,0.008514269,-1.7575192261487245
171,67.01,38293,9,929.07916637,350208,-0.0010003356263041496,0.2,2614.79345703125,0.08935546875,0.5859194397926331,4861.0733444213865,0.8772267252206802,1700,0.0003,0.011273689,-1.7550221003592015
172,68.39,38537,9,925.06309372,352256,0.00036298058112151923,0.2,1462.66259765625,0.120068359375,0.5877082347869873,4349.004075431823,0.8777733892202377,1710,0.0003,0.019760864,-1.7584675967693328
173,69.39,38781,9,923.15843722,354304,-0.0019447531085461378,0.2,1481.402099609375,0.081494140625,0.5930202007293701,4141.596927261353,0.8924025967717171,1720,0.0003,0.0054208282,-1.7694209918379784
174,69.27,39026,9,924.6643886099998,356352,-0.0016599404654698447,0.2,1465.2783203125,0.066357421875,0.5839539766311646,4041.473488807678,0.8924895450472832,1730,0.0003,0.0049112407,-1.7641374986618756
175,69.19,39270,9,924.6000405000002,358400,0.0006441508594434708,0.2,2513.2724609375,0.087451171875,0.5806175470352173,3827.8278396606447,0.8845547214150429,1740,0.0003,0.008781565,-1.7410527657717467
176,70.99,39510,9,922.58345388,360448,-0.002823907363926992,0.2,2069.780517578125,0.1228515625,0.5768147706985474,3621.509864425659,0.890718050301075,1750,0.0003,0.00986355,-1.7281514089554548
177,71.42,39754,9,922.1526974000001,362496,-0.0022696410858770834,0.2,1717.63671875,0.083056640625,0.5725971460342407,3277.0890460968017,0.8982378169894218,1760,0.0003,0.0069156047,-1.7129952464252711
178,70.3,39998,9,924.1358900500001,364544,0.0009240031067747623,0.2,1316.96533203125,0.10712890625,0.5795989036560059,3335.7055727005004,0.8954655528068542,1770,0.0003,0.006123768,-1.7162578415125609
179,72.04,40241,9,906.0808686800001,366592,-0.0024967970530269668,0.2,1342.29736328125,0.09248046875,0.5785883069038391,3086.5318534851076,0.9058361873030663,1780,0.0003,0.013372065,-1.7281144324690103
180,72.45,40482,9,906.2567916800002,368640,-0.005239493535191287,0.2,1966.242919921875,0.048876953125,0.5778123140335083,6640.092734050751,0.7539021223783493,1790,0.0003,0.0062308237,-1.7228008430451154
181,73.47,40722,9,903.98626386,370688,-0.0030242933891713617,0.2,2126.75244140625,0.057470703125,0.5738263726234436,3235.4544504642486,0.8874811753630638,1800,0.0003,0.0043566963,-1.715220206603408
182,72.65,40967,9,922.3107288700002,372736,-0.0023747947823721917,0.2,1079.3255615234375,0.084765625,0.5711185932159424,2569.871673965454,0.9330736696720123,1810,0.0003,0.005822419,-1.70346576012671
183,71.99,41209,9,923.50960771,374784,-0.000471851447946392,0.2,1519.913818359375,0.110009765625,0.5710490942001343,2639.9145612716675,0.9192631021142006,1820,0.0003,0.006441611,-1.7001132369041443
184,73.64,41449,9,922.0319330100001,376832,0.0007642360855243169,0.2,1132.2410888671875,0.108154296875,0.5704673528671265,2378.91738986969,0.9276164472103119,1830,0.0003,0.006300061,-1.700080993399024
185,73.16,41692,9,924.1185681599999,378880,-0.0029733200688497165,0.2,745.9996948242188,0.0478515625,0.5714024901390076,2388.7525378227233,0.9099501818418503,1840,0.0003,0.003267848,-1.702968779951334
186,75.62,41932,9,920.2008569000001,380928,-0.007168829342117533,0.2,1699.759765625,0.108935546875,0.5671505928039551,2541.825449371338,0.9168836548924446,1850,0.0003,0.008238109,-1.6967483185231687
187,76.01,42170,9,920.60173419,382976,-0.002163079788442701,0.2,1037.658447265625,0.048974609375,0.56620192527771,2097.80009765625,0.9320274218916893,1860,0.0003,0.004996749,-1.6867736097425223
188,74.08,42417,9,924.38052414,385024,-0.0013272859127027915,0.2,585.0307006835938,0.06650390625,0.5670565366744995,2299.1359680175783,0.9179775044322014,1870,0.0003,0.0081904335,-1.6864196222275496
189,73.48,42658,9,924.836552,387072,-0.0007275805255630985,0.2,1154.2254638671875,0.079296875,0.5635768175125122,2043.3741293907165,0.942745391279459,1880,0.0003,0.01602542,-1.6812186483293772
190,72.22,42902,9,927.01715996,389120,-0.0018533893366111443,0.2,841.6676635742188,0.08046875,0.5640859603881836,1980.0059734344482,0.9323042631149292,1890,0.0003,0.009176691,-1.6729525066912174
191,72.77,43141,9,911.12605742,391168,-0.0063804206671193246,0.2,870.882568359375,0.08046875,0.5673983097076416,2009.9360549926757,0.9391069561243057,1900,0.0003,0.0066850367,-1.6802882697433232
192,74.3,43383,9,908.8177359699998,393216,-0.004947780277871061,0.2,1248.0899658203125,0.058544921875,0.5656095743179321,4624.069396591187,0.733281672000885,1910,0.0003,0.006439312,-1.6828679610043764
193,75.15,43623,9,906.9121915299999,395264,-0.004208095750072971,0.2,1342.48388671875,0.05576171875,0.5649195909500122,2066.180370140076,0.9302888810634613,1920,0.0003,0.0022850581,-1.6790866099298
194,76.62,43863,9,921.0549705899998,397312,-0.0059917856007814406,0.2,1084.51025390625,0.104736328125,0.5647676587104797,2255.0261808395385,0.9049434289336205,1930,0.0003,0.013753381,-1.6763857692480086
195,76.23,44104,9,921.1680400900003,399360,-0.0034908252710010856,0.2,652.5530395507812,0.078662109375,0.5630651116371155,2494.0571315765383,0.8978785201907158,1940,0.0003,0.0032907394,-1.6728321515023707
196,77.36,44343,9,903.91936388,401408,-0.0033945755829336123,0.2,716.6410522460938,0.046142578125,0.5612227320671082,1897.8288053512574,0.9150182083249092,1950,0.0003,0.0039754706,-1.6660431526601314
197,80.87,44578,9,887.4124663399998,403456,-0.004182665591361001,0.2,1704.1168212890625,0.102490234375,0.5615515112876892,2821.6323133468627,0.7803541272878647,1960,0.0003,0.01179983,-1.66406110227108
198,80.71,44817,9,886.7895743899999,405504,-0.005008632614044472,0.2,771.1636962890625,0.06005859375,0.5649364590644836,2761.006203174591,0.8252437263727188,1970,0.0003,0.0049022003,-1.6708619602024555
199,80.86,45059,9,886.48006173,407552,-0.005043396790279075,0.2,1214.5350341796875,0.071923828125,0.5643625259399414,3151.2482827186586,0.82318314909935,1980,0.0003,0.0044360314,-1.6785768572241069
200,77.3,45304,9,905.4919547000001,409600,-0.0061725484760245305,0.2,661.1448364257812,0.089111328125,0.5681851506233215,1566.2698574066162,0.9470851682126522,1990,0.0003,0.007046529,-1.685081136226654
201,74.28,45545,9,922.5164522199999,411648,-0.0028639263473451138,0.2,628.970458984375,0.120263671875,0.5677061080932617,1274.835760307312,0.9625486992299557,2000,0.0003,0.012583676,-1.689536664634943
202,69.38,45792,9,928.7504567,413696,-0.003992302641563583,0.2,565.5111083984375,0.097216796875,0.5636453628540039,1371.7804405212403,0.9537146985530853,2010,0.0003,0.0066140764,-1.6834706768393517
203,69.25,46037,9,927.9644818499997,415744,-0.0013959008123492823,0.2,218.4154510498047,0.13017578125,0.5561295747756958,1076.2088106155395,0.9648982845246792,2020,0.0003,0.008728047,-1.6662700094282628
204,67.43,46283,9,929.4393815999999,417792,-0.001795962562027853,0.2,614.3359375,0.0970703125,0.5550212860107422,844.2464724063873,0.9763815831393003,2030,0.0003,0.012211742,-1.6472921919077634
205,67.38,46527,9,928.2509359900001,419840,0.00336168723879382,0.2,392.0929870605469,0.132958984375,0.5559369325637817,812.3796904087067,0.9750388544052839,2040,0.0003,0.0087299775,-1.646884758397937
206,68.06,46771,9,927.0596167799998,421888,-0.0014121506101218984,0.2,222.0369110107422,0.107958984375,0.5542912483215332,666.6173826694488,0.9787847921252251,2050,0.0003,0.008023196,-1.6458381485193967
207,67.36,47017,9,927.1299118000002,423936,-0.001397294101479929,0.2,191.93777465820312,0.074462890625,0.5514024496078491,602.6409093379974,0.9766442757099867,2060,0.0003,0.008482789,-1.63455604724586
208,69.14,47259,9,923.65955586,425984,-0.0026275750831700863,0.2,280.3287048339844,0.0939453125,0.5499724745750427,572.3993032217026,0.9825089666992426,2070,0.0003,0.0084771905,-1.6300241649150848
209,70.42,47501,9,921.30093536,428032,-0.003874833052395843,0.2,354.7868957519531,0.12802734375,0.549125611782074,508.41094732284546,0.9814438782632351,2080,0.0003,0.019416861,-1.6249857671558856
210,69.55,47749,9,923.74026639,430080,-0.00408130778814666,0.2,237.39451599121094,0.095263671875,0.5465350151062012,423.4756911993027,0.9860065029934049,2090,0.0003,0.009679506,-1.6196123108267784
211,68.45,47994,9,925.7256239799999,432128,-0.0031812054716283456,0.2,287.29351806640625,0.113818359375,0.5394483804702759,443.54954226016997,0.9849793324247003,2100,0.0003,0.010216063,-1.6016688503324985
212,66.76,48240,9,929.79492454,434176,-0.0028568353183800353,0.2,271.63092041015625,0.096142578125,0.5364940762519836,360.8644408226013,0.9855281636118889,2110,0.0003,0.009084927,-1.5798923581838609
213,66.77,48486,8,929.96891602,436224,-0.005161797793698497,0.2,197.57025146484375,0.07314453125,0.5342890620231628,430.7539524555206,0.9706443697214127,2120,0.0003,0.0058829575,-1.573128006979823
214,66.92,48731,8,929.6506003700001,438272,-0.0008527300233254209,0.2,265.3134460449219,0.112841796875,0.5349625945091248,349.5948659420013,0.9856169447302818,2130,0.0003,0.010380151,-1.5717371053993703
215,68.82,48973,8,926.1928927700001,440320,-0.0002820114372298121,0.2,50.8859977722168,0.105322265625,0.5369221568107605,308.83035786151885,0.9863520888611674,2140,0.0003,0.008505571,-1.575705571472645
216,68.68,49219,8,926.5094703500002,442368,-0.002476604806724936,0.2,132.88467407226562,0.1013671875,0.5321258306503296,457.46084105968475,0.9786009564995766,2150,0.0003,0.009832498,-1.5721057750284673
217,68.45,49464,8,926.29835249,444416,-0.001429729172377847,0.2,103.94798278808594,0.1373046875,0.5307813882827759,270.35397543907163,0.9888429269194603,2160,0.0003,0.006650192,-1.5580348324030637
218,66.66,49709,8,929.72748516,446464,-0.0018534994276706129,0.2,100.61493682861328,0.091357421875,0.5313315987586975,298.2302963256836,0.9854799685999751,2170,0.0003,0.008652341,-1.557946839183569
219,68.53,49952,8,896.8785785400001,448512,-0.000873067820793949,0.2,86.4091567993164,0.09453125,0.5240797996520996,208.64058833122255,0.990935055539012,2180,0.0003,0.005393669,-1.5459542192518712
220,68.42,50197,8,895.8452244800001,450560,-0.004499610970378853,0.2,207.0016632080078,0.04609375,0.524014949798584,4083.9787326812743,0.613609105348587,2190,0.0003,0.002747311,-1.5333178948611021
221,68.05,50444,8,880.21249218,452608,-0.0031263279175618663,0.2,144.20199584960938,0.0578125,0.5245343446731567,371.0210647821426,0.978802677243948,2200,0.0003,0.0045120865,-1.5359680399298667
222,68.26,50688,8,894.8284032400001,454656,-0.003370839596027508,0.2,47.13108444213867,0.157275390625,0.5238716006278992,1042.2902277469634,0.965528316795826,2210,0.0003,0.007920676,-1.535051990300417
223,69.74,50931,8,906.8386537399998,456704,-0.004414728097617626,0.2,139.24295043945312,0.100927734375,0.5231212377548218,813.9251255989075,0.8940767720341682,2220,0.0003,0.010467827,-1.5309506703168154
224,70.68,51176,8,920.88235732,458752,-0.0016276344103971496,0.2,90.5822982788086,0.10654296875,0.5201653242111206,375.1379956245422,0.9601614959537983,2230,0.0003,0.01230527,-1.524468334019184
225,70.16,51422,8,920.29486918,460800,-0.001928891206625849,0.2,70.09322357177734,0.10625,0.5128710865974426,181.0001111984253,0.9900543428957462,2240,0.0003,0.0069237417,-1.5032558489590884
226,70.11,51665,8,921.1210923199999,462848,0.0009438853754545562,0.2,39.72897720336914,0.133837890625,0.504200279712677,141.0846616744995,0.9934457764029503,2250,0.0003,0.013460744,-1.4749205589294434
227,69.74,51909,8,921.61179348,464896,-4.6461803140118715e-05,0.2,104.04454803466797,0.092333984375,0.5048156976699829,138.8682583808899,0.9941949411295354,2260,0.0003,0.0066568055,-1.4596295330673457
228,70.29,52153,8,906.0567569899999,466944,0.0009961189382011071,0.2,20.321781158447266,0.16650390625,0.502956748008728,121.2755735039711,0.994930119253695,2270,0.0003,0.011199437,-1.4547208935022353
229,68.91,52399,8,909.5704180900002,468992,-0.0008166009007254616,0.2,142.04161071777344,0.05927734375,0.5014206171035767,1109.2367646455764,0.8273132592439651,2280,0.0003,0.0065518403,-1.4488529212772847
230,67.6,52645,8,898.1627611799998,471040,0.0007481356587959453,0.2,50.6467399597168,0.10322265625,0.500639021396637,157.45825765132903,0.9884566916152835,2290,0.0003,0.005472469,-1.4450870163738727
231,66.29,52890,8,913.8550430400002,473088,-0.0006269570061704144,0.2,108.57103729248047,0.071044921875,0.4986329674720764,1055.951520371437,0.8578185737133026,2300,0.0003,0.0060920827,-1.4396599881350993
232,68.42,53134,8,910.3571574299998,475136,-0.0026968527759891003,0.2,116.56637573242188,0.070068359375,0.4970310628414154,251.25103982686997,0.9698084890842438,2310,0.0003,0.0059838775,-1.4335464645177125
233,68.21,53379,8,926.2823671499999,477184,-0.0018872472690418362,0.2,41.48828887939453,0.121923828125,0.4997491240501404,149.9425130009651,0.9907538443803787,2320,0.0003,0.014673507,-1.4366978332400322
234,69.02,53624,8,926.5669082200001,479232,-0.0006377713580150157,0.2,44.75217056274414,0.174365234375,0.497855544090271,102.62244534492493,0.994028506334871,2330,0.0003,0.017027553,-1.4383437421172858
235,67.34,53872,8,928.2256169300001,481280,-4.902754444628954e-05,0.2,15.691889762878418,0.115283203125,0.4958237409591675,85.50255908370018,0.9957058192230761,2340,0.0003,0.018856915,-1.4286924868822097
236,67.67,54117,8,927.3618224100001,483328,0.0017713655804982408,0.2,23.98473358154297,0.1751953125,0.4889504313468933,103.81980292797088,0.9954655482433736,2350,0.0003,0.015094865,-1.4108803737908602
237,67.71,54361,8,926.43074207,485376,-0.002479058974131476,0.2,31.3931884765625,0.08623046875,0.48614537715911865,117.04904671907425,0.9946709820069373,2360,0.0003,0.007441032,-1.3924097541719676
238,68.66,54608,8,925.38694953,487424,-0.000682457530638203,0.2,23.970848083496094,0.125341796875,0.4870796203613281,97.7392763376236,0.9960723179392517,2370,0.0003,0.007573593,-1.3877309817820787
239,65.84,54855,8,930.5896646799999,489472,-0.005540268468030263,0.2,33.60720443725586,0.109716796875,0.4868044853210449,120.97262260913848,0.9913940858095884,2380,0.0003,0.0071601723,-1.3896827716380358
240,65.72,55102,8,931.1993754299999,491520,0.0025921251479303466,0.2,48.85015869140625,0.157763671875,0.47926828265190125,95.27479605674743,0.9953863546252251,2390,0.0003,0.037148133,-1.3724034994840622
241,65.59,55348,8,929.86676896,493568,0.0027243981545325368,0.2,38.518280029296875,0.12099609375,0.4791465997695923,81.94322940111161,0.9958698814734817,2400,0.0003,0.0071256906,-1.357527920603752
242,67.23,55590,8,926.84532818,495616,0.00035943959665019065,0.2,40.392784118652344,0.110546875,0.47855615615844727,83.49138023257255,0.9965280352625996,2410,0.0003,0.006700515,-1.3601705677807332
243,69.34,55834,8,921.17350173,497664,-0.0006047094822861255,0.2,34.613346099853516,0.13046875,0.47207027673721313,71.9988723397255,0.9969825574662536,2420,0.0003,0.00770416,-1.3430678505450486
244,71.09,56078,8,918.6906494499999,499712,-0.002757772174663842,0.2,21.02777099609375,0.1185546875,0.46919649839401245,72.34686015844345,0.9971095104701817,2430,0.0003,0.009448027,-1.3242238264530897
245,69.28,56324,8,922.7846764000001,501760,-0.001457529643084854,0.2,22.195466995239258,0.123974609375,0.47084784507751465,69.33943575024605,0.9966986025683582,2440,0.0003,0.0073068077,-1.3213330440223217
