time/iterations,time/fps,time/total_timesteps,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/std,train/n_updates,train/entropy_loss,train/value_loss,train/approx_kl,train/loss,train/explained_variance,train/policy_gradient_loss,train/clip_fraction,train/learning_rate,train/clip_range
22,9,45056,4935,784.95278821,140.97,0.3549777865409851,7570,-0.7620658509433269,5391.595101165772,0.005912623,1704.306884765625,0.8314056247472763,-0.005216416888288222,0.05634765625,0.0003,0.2
23,9,47104,5167,817.6615777399998,125.31,0.35465800762176514,7580,-0.7609233360737562,6873.302090454102,0.006103453,3840.4638671875,0.7973430752754211,-0.0073289860985823905,0.046826171875,0.0003,0.2
24,9,49152,5388,817.4406935600001,128.43,0.3546156883239746,7590,-0.7600461088120938,4521.171829223633,0.010125082,3061.02197265625,0.8616519272327423,-0.00363065299752634,0.077001953125,0.0003,0.2
25,9,51200,5607,817.0069000999999,136.7,0.3541175127029419,7600,-0.7583164926618338,4653.802040481567,0.005275555,1461.7955322265625,0.8453421294689178,-0.00421952765318565,0.04462890625,0.0003,0.2
26,9,53248,5840,819.3519517000001,127.29,0.35293635725975037,7610,-0.7538277424871922,4369.84066619873,0.003593429,1350.179443359375,0.8251769244670868,-0.005753741457010619,0.046728515625,0.0003,0.2
27,9,55296,6068,806.71044341,123.67,0.3527081608772278,7620,-0.7492211347445845,3105.262671470642,0.005447445,1357.4105224609375,0.8976399526000023,-0.00616781605349388,0.07509765625,0.0003,0.2
28,9,57344,6288,787.8838905900002,133.17,0.35300564765930176,7630,-0.7494361579418183,4544.943102645874,0.0053369002,1447.385009765625,0.9057427495718002,-0.007122772766160778,0.053173828125,0.0003,0.2
29,9,59392,6507,770.4851013399999,140.46,0.3535488247871399,7640,-0.7520209573209286,3197.3675043106077,0.006245599,1427.36865234375,0.8925747871398926,-0.005592257212265394,0.072607421875,0.0003,0.2
30,9,61440,6737,752.7280550399998,141.75,0.35267186164855957,7650,-0.7512104637920857,3146.3218307495117,0.007145618,527.2238159179688,0.9077991247177124,-0.006719216919736937,0.0681640625,0.0003,0.2
31,9,63488,6961,766.85657716,138.39,0.35324063897132874,7660,-0.749672226421535,5805.5366485595705,0.0052205767,981.14697265625,0.8285938203334808,-0.005780987869366072,0.040576171875,0.0003,0.2
32,9,65536,7190,737.4871411600001,135.27,0.35341864824295044,7670,-0.7522982949391007,7236.960655593872,0.0061730472,4717.75732421875,0.8969768211245537,-0.005713644550996833,0.054052734375,0.0003,0.2
33,9,67584,7417,752.1959275900001,135.76,0.352982759475708,7680,-0.7514555549249053,5519.893288421631,0.0077071586,1007.0923461914062,0.8755278214812279,-0.005943858306272887,0.05830078125,0.0003,0.2
34,9,69632,7649,752.4465709199999,137.15,0.35223495960235596,7690,-0.748398507386446,6174.268354415894,0.005327442,1106.9908447265625,0.8488305062055588,-0.0042687890643719585,0.054931640625,0.0003,0.2
35,9,71680,7861,762.5693963099999,134.84,0.35214942693710327,7700,-0.7458267321810126,4507.114915084839,0.0066280654,1619.218994140625,0.890843078494072,-0.0019283292553154753,0.07236328125,0.0003,0.2
36,9,73728,8079,759.92990608,139.85,0.35197553038597107,7710,-0.7456844303756952,1610.9936357498168,0.008878515,645.175048828125,0.955542154610157,-0.0034112546447431667,0.107275390625,0.0003,0.2
37,9,75776,8304,741.5248581999999,149.35,0.3507236838340759,7720,-0.7423348218202591,3224.524361038208,0.0064562545,1031.53759765625,0.8771242052316666,-0.007777271457598545,0.062890625,0.0003,0.2
38,9,77824,8523,767.3215770300002,152.36,0.35003048181533813,7730,-0.7358935048803688,5055.796936416626,0.0049574496,1990.181884765625,0.8250606209039688,-0.0042461933800950645,0.0337890625,0.0003,0.2
39,9,79872,8756,754.7839887099998,149.54,0.34905770421028137,7740,-0.7313468761742115,5158.161561584473,0.005620547,1720.71240234375,0.8593543320894241,-0.00512026377255097,0.051318359375,0.0003,0.2
40,9,81920,8985,774.5548497700001,144.96,0.34877750277519226,7750,-0.7276479849591851,4415.64278793335,0.005183577,750.3099975585938,0.8792757019400597,-0.004301528449286707,0.04755859375,0.0003,0.2
41,9,83968,9212,770.4085077300001,149.64,0.34804394841194153,7760,-0.7249690303578973,6144.183930206299,0.004894465,1923.5211181640625,0.7231947481632233,-0.0062759408028796315,0.04423828125,0.0003,0.2
42,9,86016,9431,786.90504123,144.51,0.3475474715232849,7770,-0.7216352624818683,3618.9222747802733,0.008003157,2243.25830078125,0.9054056629538536,-0.004972563838236965,0.077099609375,0.0003,0.2
43,9,88064,9656,797.3227360199999,132.78,0.34608525037765503,7780,-0.716593105904758,2981.5570209503176,0.012574849,700.9239501953125,0.9352565705776215,-0.0043091201398056,0.089697265625,0.0003,0.2
44,9,90112,9879,813.47574664,134.4,0.3454381823539734,7790,-0.7095181623473763,2380.072148704529,0.008428445,865.8903198242188,0.8972186669707298,-0.0075101988055394035,0.104296875,0.0003,0.2
45,9,92160,10098,821.5312962499999,141.65,0.3448631167411804,7800,-0.7064831361174584,2733.202626037598,0.006474331,477.4120788574219,0.9455522187054157,-0.0024136021180311217,0.067431640625,0.0003,0.2
46,9,94208,10318,820.18746282,146.64,0.3445814251899719,7810,-0.7032412312924862,3460.591012954712,0.006133112,784.0113525390625,0.9464781917631626,-0.006998017997830175,0.0759765625,0.0003,0.2
47,9,96256,10548,815.4582991199999,151.46,0.346069872379303,7820,-0.706559662334621,1588.877107524872,0.00782802,528.5380249023438,0.9567342028021812,-0.003444711343036033,0.101708984375,0.0003,0.2
48,9,98304,10778,797.5249091700002,150.97,0.346393346786499,7830,-0.7119897233322263,4300.29428062439,0.009059729,1058.4073486328125,0.888187050819397,-0.006248716627305839,0.083349609375,0.0003,0.2
49,9,100352,11002,793.5745736899999,143.65,0.3464595675468445,7840,-0.7130906004458666,3867.4854469299316,0.0047551813,1522.75732421875,0.9154928773641586,-0.004477238855906762,0.057666015625,0.0003,0.2
50,9,102400,11224,792.9271672299999,139.58,0.3463044762611389,7850,-0.7130759593099356,2625.562759780884,0.0060950606,1613.36767578125,0.9472406134009361,-0.006415805470896885,0.093994140625,0.0003,0.2
51,9,104448,11456,781.5147705200001,138.14,0.34661728143692017,7860,-0.7132622560486197,4419.830257797241,0.0051253345,1521.0797119140625,0.9011304900050163,-0.007306666052318178,0.065234375,0.0003,0.2
52,9,106496,11682,805.04806312,123.75,0.34689319133758545,7870,-0.7151540622115136,2737.9888916015625,0.011726445,573.683349609375,0.932034894824028,-0.006180210151069332,0.100439453125,0.0003,0.2
53,9,108544,11909,819.1137013600002,124.25,0.34802401065826416,7880,-0.7189071860164404,4213.242421340942,0.007264508,2040.1497802734375,0.9192902222275734,-0.004062897435505875,0.08388671875,0.0003,0.2
54,9,110592,12142,834.8173362499998,123.4,0.3470640480518341,7890,-0.7198711849749089,3780.2860332489013,0.007910114,1269.1014404296875,0.9139367565512657,-0.004792245812132024,0.067578125,0.0003,0.2
55,9,112640,12380,868.9490562400001,110.22,0.34719935059547424,7900,-0.7171586222946644,3380.3555057525637,0.006481779,1461.935546875,0.9157441779971123,-0.008588842517929152,0.091162109375,0.0003,0.2
56,9,114688,12611,869.51202711,103.49,0.34729063510894775,7910,-0.7175126573070884,5623.186039924622,0.011915445,1601.5673828125,0.8194908946752548,-0.006160930698388256,0.08232421875,0.0003,0.2
57,9,116736,12843,875.1412598700001,98.62,0.3472115397453308,7920,-0.7173943743109703,5189.073636245727,0.007830974,886.636962890625,0.8040841966867447,-0.008274157957930583,0.075439453125,0.0003,0.2
58,9,118784,13072,874.8210574700001,97.76,0.34639936685562134,7930,-0.7140717277303338,2014.386146736145,0.007859096,822.0150756835938,0.9343225061893463,-0.0018355072214035317,0.14287109375,0.0003,0.2
59,9,120832,13301,857.2914012799998,100.31,0.3451310098171234,7940,-0.7080246055498719,2829.302712249756,0.0059533734,699.4688720703125,0.8939278274774551,-0.007297429438040126,0.063916015625,0.0003,0.2
60,9,122880,13537,869.5153525799999,102.15,0.34503188729286194,7950,-0.7042060123756528,5441.4603610992435,0.0051714033,1981.6778564453125,0.8782761842012405,-0.006692479416960851,0.0490234375,0.0003,0.2
61,9,124928,13772,881.4620294299999,100.94,0.3435402512550354,7960,-0.7008768951520323,1456.0156075000764,0.01285677,410.8826904296875,0.9228544607758522,-0.0036053931922651826,0.104638671875,0.0003,0.2
62,9,126976,13995,867.9844492800001,106.66,0.3426316976547241,7970,-0.6937180660665035,1468.0686591148376,0.0089614615,665.3499145507812,0.9568546153604984,-0.001759592504822649,0.137841796875,0.0003,0.2
63,9,129024,14225,866.67495641,105.56,0.34254586696624756,7980,-0.6893658054992556,3412.8348442077636,0.006080659,840.4486694335938,0.8737420737743378,-0.007732661925547291,0.060400390625,0.0003,0.2
64,9,131072,14457,883.6461166700001,105.11,0.34070634841918945,7990,-0.6842101654037833,1249.9156629562378,0.010874238,165.45751953125,0.973824005573988,-0.0004492260151891969,0.12890625,0.0003,0.2
65,9,133120,14681,868.6688052899999,113.07,0.3404533863067627,8000,-0.6780079077929259,1866.8693441390992,0.010904921,771.9853515625,0.9510417655110359,-0.0025621763459639625,0.096728515625,0.0003,0.2
66,9,135168,14912,866.1803060200001,116.25,0.3395788073539734,8010,-0.6749736431986093,2438.675218009949,0.010592269,1447.596923828125,0.9154492244124413,-0.006498962821206078,0.109375,0.0003,0.2
67,9,137216,15143,880.4751736399999,108.1,0.34004881978034973,8020,-0.674262335896492,1938.980188369751,0.006009789,533.980712890625,0.9491505511105061,-0.0030649183157947847,0.090625,0.0003,0.2
68,9,139264,15379,883.5943556599999,107.31,0.33994612097740173,8030,-0.6755528535693884,1171.3335021972657,0.012154695,325.99188232421875,0.9757341146469116,-0.0020292823115596547,0.130615234375,0.0003,0.2
69,9,141312,15614,885.5793473099999,105.2,0.33951687812805176,8040,-0.6746214933693409,1215.6482002258301,0.0076006795,642.7626953125,0.9622477442026138,-0.000405744047020562,0.1537109375,0.0003,0.2
70,9,143360,15847,905.11434049,95.92,0.3399718403816223,8050,-0.6718873128294944,786.641605091095,0.01052766,274.64117431640625,0.9829850159585476,0.0013512415840523317,0.161279296875,0.0003,0.2
71,9,145408,16081,906.79443718,96.23,0.34026193618774414,8060,-0.6757802058011293,2522.966003036499,0.007936911,954.277587890625,0.8966692760586739,-0.004687538440339267,0.069091796875,0.0003,0.2
72,9,147456,16317,911.23066104,90.7,0.3408128023147583,8070,-0.678918381780386,858.9659142494202,0.014526777,288.04931640625,0.9781922213733196,-0.0031924172537401317,0.123779296875,0.0003,0.2
73,9,149504,16550,905.6104054499999,94.1,0.33913642168045044,8080,-0.675684978812933,675.8563029766083,0.009528564,260.44744873046875,0.9800634905695915,0.0003236845426727086,0.192529296875,0.0003,0.2
74,9,151552,16786,907.2806524,91.79,0.33857885003089905,8090,-0.6682482864707708,1179.8936203956605,0.008196668,437.4959411621094,0.9765931218862534,-0.002762358465406578,0.135693359375,0.0003,0.2
75,9,153600,17023,908.13375649,89.12,0.33901816606521606,8100,-0.6689870208501816,1750.103915977478,0.013858297,838.9786987304688,0.9433805793523788,-0.0009188794996589422,0.130224609375,0.0003,0.2
76,9,155648,17261,908.44619626,88.88,0.33919230103492737,8110,-0.6705899361521006,871.2128853321076,0.0124312015,170.61538696289062,0.9641829021275043,-0.003021167468978092,0.14912109375,0.0003,0.2
77,9,157696,17495,908.49698341,87.82,0.3367842733860016,8120,-0.6631140861660242,617.4336874008179,0.011149215,114.65234375,0.9743094574660063,0.0014926040574209764,0.175439453125,0.0003,0.2
78,9,159744,17732,907.44399372,87.49,0.33553218841552734,8130,-0.652922210469842,1257.1554809093475,0.009315217,380.4007568359375,0.963162574917078,-0.0033681243279716,0.123291015625,0.0003,0.2
79,9,161792,17963,888.83270597,92.7,0.3332279324531555,8140,-0.6420062441378832,1002.4898615837097,0.013831062,551.2384033203125,0.9695326238870621,-0.0008220689400332048,0.12626953125,0.0003,0.2
80,9,163840,18195,883.65045602,95.08,0.3328842520713806,8150,-0.6329889837652445,1892.7741234779357,0.011741943,435.7543640136719,0.8954783231019974,-0.006264216912677511,0.13603515625,0.0003,0.2
81,8,165888,18436,888.3980228799999,90.63,0.33280646800994873,8160,-0.6315279323607683,764.6706526756286,0.010795239,239.286865234375,0.9838367085903883,0.001848976721521467,0.201708984375,0.0003,0.2
82,8,167936,18674,890.76126649,87.84,0.334306925535202,8170,-0.6372218165546656,851.8586928844452,0.022441972,436.4674072265625,0.9655702449381351,0.004987414677452761,0.17802734375,0.0003,0.2
83,8,169984,18916,913.6163058500001,79.37,0.3352453112602234,8180,-0.6437600016593933,689.5521374702454,0.010608137,133.7704620361328,0.9785844888538122,-0.0049466047552414235,0.158349609375,0.0003,0.2
84,8,172032,19150,917.93889421,79.74,0.33473628759384155,8190,-0.6454563692212105,1282.456630706787,0.013209693,817.5703735351562,0.9471841752529144,-0.003804812621092424,0.15009765625,0.0003,0.2
85,8,174080,19388,916.0677835000001,81.96,0.3339536786079407,8200,-0.6422165740281344,2066.8354048728943,0.009985298,977.7308959960938,0.9186051487922668,-0.001412579556927085,0.087353515625,0.0003,0.2
86,8,176128,19625,916.8742484499999,82.61,0.33449456095695496,8210,-0.6405071604996919,1102.626455116272,0.014755858,476.85858154296875,0.9617079459130764,0.00015782263362780214,0.176708984375,0.0003,0.2
87,8,178176,19861,915.46377578,86.64,0.33297041058540344,8220,-0.6384316697716713,1138.3872763633728,0.010513954,249.76129150390625,0.9626371189951897,-0.0008295628242194653,0.13359375,0.0003,0.2
88,8,180224,20096,913.91959416,85.26,0.3323189318180084,8230,-0.6317414551973343,1611.7064300537108,0.043419935,462.3900146484375,0.9153279811143875,-0.0054938105429755526,0.14375,0.0003,0.2
89,8,182272,20334,913.7786956399999,84.25,0.3321927785873413,8240,-0.6285344008356333,752.1302117824555,0.013757089,418.7321472167969,0.9777590651065111,-0.0009336451417766512,0.127197265625,0.0003,0.2
90,8,184320,20578,917.2948880899999,80.68,0.33054259419441223,8250,-0.6252334050834178,944.7943817615509,0.012545205,362.2569885253906,0.9669795110821724,-0.0010005048505263403,0.196337890625,0.0003,0.2
91,8,186368,20807,913.46556724,84.28,0.330568790435791,8260,-0.6203311525285244,495.1637056350708,0.014604506,119.65412902832031,0.9617029055953026,0.0015713311993749812,0.20029296875,0.0003,0.2
92,8,188416,21045,913.0607222799999,84.39,0.3304150700569153,8270,-0.6197856768965722,2361.416908168793,0.0057426584,581.3670043945312,0.9289822205901146,-0.006421301022055559,0.064990234375,0.0003,0.2
93,8,190464,21279,911.3823972200001,87.09,0.32978183031082153,8280,-0.6166324332356453,758.7368165254593,0.017985715,81.62688446044922,0.9783009737730026,-8.202340686693787e-05,0.209716796875,0.0003,0.2
94,8,192512,21509,908.0048192199997,94.4,0.3294239044189453,8290,-0.6146226540207863,1994.7871890068054,0.010012308,1006.984130859375,0.9551192186772823,-0.0027389859547838568,0.091796875,0.0003,0.2
95,8,194560,21746,903.7463671099999,97.48,0.32860267162323,8300,-0.6105004373937846,2534.093378639221,0.0049824547,2112.13818359375,0.9254119247198105,-0.004307582711044233,0.066064453125,0.0003,0.2
96,8,196608,21979,905.71238626,94.15,0.32712945342063904,8310,-0.6046402491629124,809.9573953151703,0.008264378,439.84808349609375,0.9757860638201237,0.0006494132161606103,0.137841796875,0.0003,0.2
97,8,198656,22201,896.8293868000002,104.84,0.3271368741989136,8320,-0.599069707840681,1115.3533131599427,0.011319885,284.48248291015625,0.9735487010329962,-0.006918285804567858,0.11494140625,0.0003,0.2
98,8,200704,22441,898.3674323999999,101.29,0.32785898447036743,8330,-0.6017926879227161,2609.648066520691,0.008712774,943.3804321289062,0.9039044380187988,-0.00756696801254293,0.093408203125,0.0003,0.2
