train/n_updates,train/learning_rate,time/total_timesteps,train/actor_loss,train/ent_coef_loss,time/episodes,time/fps,time/time_elapsed,rollout/ep_len_mean,train/critic_loss,rollout/ep_rew_mean,train/ent_coef
408204,0.0003,8605,-169.65115356445312,-0.02355702593922615,72,9,954,119.51388888888889,1320.2537841796875,212.72930870833335,0.7011553049087524
408693,0.0003,9094,-132.58761596679688,0.059346504509449005,76,9,1008,119.65789473684211,1129.51171875,246.88100759210528,0.7024667859077454
409339,0.0003,9740,-135.3022003173828,0.06854676455259323,80,9,1077,121.75,2386.334716796875,255.80013411250002,0.711355984210968
409687,0.0003,10088,-149.48223876953125,-0.05890475958585739,84,9,1117,120.0952380952381,1387.330078125,233.0116544404762,0.7089676260948181
410079,0.0003,10480,-202.4650115966797,0.04730171710252762,88,9,1162,119.0909090909091,1161.533447265625,263.16362972727273,0.6949918866157532
410553,0.0003,10954,-160.0601348876953,0.08752432465553284,92,9,1214,119.06521739130434,1156.251220703125,271.8108351195653,0.7059459090232849
411153,0.0003,11554,-182.32057189941406,0.02193191647529602,96,9,1279,120.35416666666667,2552.02001953125,293.9079663125,0.7062487006187439
411569,0.0003,11970,-149.8327178955078,0.01741892658174038,100,9,1326,119.7,1203.9681396484375,302.90883157999997,0.6961120963096619
412072,0.0003,12473,-147.883056640625,0.10126491636037827,104,9,1382,121.32,1318.1231689453125,333.79950346,0.6929845809936523
412534,0.0003,12935,-135.48997497558594,-0.00850868970155716,108,9,1433,122.26,1471.02880859375,365.37415811,0.6945276260375977
412980,0.0003,13381,-190.71807861328125,-0.059466179460287094,112,9,1483,121.53,1395.141357421875,412.54199595,0.6968642473220825
413318,0.0003,13719,-149.31674194335938,0.031047115102410316,116,9,1522,121.92,1222.352294921875,411.96287392,0.693952202796936
413689,0.0003,14090,-196.74374389648438,0.04146366938948631,120,9,1564,120.7,1956.4349365234375,428.23742701000003,0.697646975517273
414099,0.0003,14500,-161.89894104003906,-0.054498542100191116,124,9,1610,118.71,1434.342529296875,430.60284047999994,0.7057737112045288
414469,0.0003,14870,-151.323486328125,0.006505904719233513,128,8,1652,116.59,965.1375732421875,433.3056082499999,0.7102798223495483
414860,0.0003,15261,-138.07522583007812,-0.048569370061159134,132,8,1697,113.84,1114.4466552734375,451.84799073999994,0.7173834443092346
415504,0.0003,15905,-164.17376708984375,-0.0138118676841259,136,9,1766,116.18,2240.61572265625,460.48436905999995,0.7114211320877075
415908,0.0003,16309,-118.90203094482422,0.10022881627082825,140,8,1812,115.11,1453.448486328125,447.32056824999995,0.700867772102356
416259,0.0003,16660,-173.68875122070312,0.03520724177360535,144,8,1852,112.94,2986.11328125,451.34640721000005,0.6970109939575195
416671,0.0003,17072,-124.55738067626953,-0.042378414422273636,148,8,1898,110.92,1278.9599609375,469.21855598,0.6970354318618774
417062,0.0003,17463,-107.5716552734375,-0.03889235109090805,152,8,1943,108.45,1041.3858642578125,473.06331694999994,0.7074224948883057
417546,0.0003,17947,-155.06491088867188,0.025506431236863136,156,8,1997,110.39,1815.306884765625,501.20271002999993,0.7235748767852783
417972,0.0003,18373,-150.57070922851562,-0.07046926021575928,160,8,2044,110.95,1240.716796875,530.67691769,0.7459015846252441
418363,0.0003,18764,-141.95529174804688,-0.06924127787351608,164,8,2088,110.79,1585.468505859375,546.27384741,0.736198902130127
418755,0.0003,19156,-144.19561767578125,-0.01703546941280365,168,8,2133,110.44,1488.5888671875,546.92829887,0.7483886480331421
419130,0.0003,19531,-149.63760375976562,-0.06564627587795258,172,8,2176,109.26,1488.2501220703125,533.58266197,0.7489181756973267
419560,0.0003,19961,-137.83746337890625,0.04570519179105759,176,8,2224,108.67,2219.77099609375,518.5653189200001,0.7417998909950256
419961,0.0003,20362,-143.48963928222656,-0.0422167107462883,180,8,2269,106.22,1869.711181640625,537.7633302099999,0.7360137104988098
420360,0.0003,20761,-163.84298706054688,0.04459351673722267,184,8,2314,106.73,1507.3148193359375,552.83674238,0.7466633915901184
420826,0.0003,21227,-147.890869140625,0.00977150909602642,188,8,2366,107.47,1213.759765625,551.82763719,0.723214328289032
421292,0.0003,21693,-130.2050323486328,-0.12385305017232895,192,8,2418,107.39,1511.3787841796875,568.49738843,0.7123410105705261
421908,0.0003,22309,-139.7783203125,-0.005660761147737503,196,8,2485,107.55,1099.526611328125,568.19274753,0.6968680620193481
422378,0.0003,22779,-178.33987426757812,-0.015042481943964958,200,8,2537,108.09,956.522216796875,582.6618664900001,0.6794761419296265
