rollout/ep_len_mean,time/fps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,train/std,train/value_loss,train/policy_gradient_loss,train/clip_range,train/approx_kl,train/explained_variance,train/loss,train/clip_fraction,train/learning_rate,train/n_updates,train/entropy_loss
149.25,9,27,6025,450.90288754,55296,0.5899356007575989,4348.307107543946,-0.00995250271516852,0.2,0.00603187,0.8474891781806946,1352.46337890625,0.0564453125,0.0003,4920,-1.7774681240320205
139.95,9,28,6252,501.95472503999997,57344,0.5876061916351318,5157.913344573974,-0.009054318792186678,0.2,0.007946006,0.9360121116042137,619.846923828125,0.089892578125,0.0003,4930,-1.7738063126802444
141.05,9,29,6474,531.6092302000001,59392,0.5879741311073303,7289.564890670777,-0.008273798652226105,0.2,0.005640972,0.8612980097532272,1476.765380859375,0.06416015625,0.0003,4940,-1.7692610763013363
145.94,9,30,6699,544.6576908700001,61440,0.5852116346359253,1181.0996615409852,-0.007485360011924058,0.2,0.00815917,0.9634442441165447,314.93804931640625,0.0740234375,0.0003,4950,-1.766112134605646
149.25,9,31,6925,516.10334371,63488,0.5840238332748413,1450.6159949302673,-0.008983894748962485,0.2,0.0076849973,0.9615208469331264,317.6220703125,0.0572265625,0.0003,4960,-1.7588562577962876
147.49,9,32,7149,530.96148149,65536,0.5828535556793213,3674.525639247894,-0.007068668471765705,0.2,0.004054619,0.9444712176918983,455.6183166503906,0.049609375,0.0003,4970,-1.7537687595933675
136.75,9,33,7374,561.04409115,67584,0.5811656713485718,3302.072477531433,-0.008201940433355048,0.2,0.0064597926,0.9439152702689171,1276.304931640625,0.041455078125,0.0003,4980,-1.7496321085840463
137.58,9,34,7600,549.77776251,69632,0.581655740737915,2384.153423309326,-0.0066087369370507075,0.2,0.009016778,0.9536187201738358,327.65692138671875,0.061572265625,0.0003,4990,-1.7466560199856758
140.22,9,35,7825,518.57529958,71680,0.5743535757064819,862.9114906787872,-0.012531900432077237,0.2,0.011372034,0.9861822593957186,208.6826934814453,0.092431640625,0.0003,5000,-1.7350913554430007
138.69,9,36,8048,486.14176383000006,73728,0.5728840827941895,2681.6880655288696,-0.010087851842399687,0.2,0.007649173,0.9389853700995445,435.0020446777344,0.0625,0.0003,5010,-1.7196416102349759
136.86,9,37,8276,493.01778977999993,75776,0.5722411274909973,6707.448971939087,-0.007772222980565857,0.2,0.0053375047,0.8778411448001862,2186.9912109375,0.040625,0.0003,5020,-1.7171838026493789
133.43,9,38,8504,504.5786872600001,77824,0.573859691619873,2001.1143991470337,-0.009550398301507812,0.2,0.0055506555,0.9668677672743797,3464.921142578125,0.062109375,0.0003,5030,-1.7187417220324277
130.26,9,39,8732,479.9519115199999,79872,0.5711965560913086,5217.460934829712,-0.006693562815780751,0.2,0.0063941823,0.8972519412636757,1141.311279296875,0.05234375,0.0003,5040,-1.7185805432498455
129.57,9,40,8960,499.40588847,81920,0.5717350244522095,3147.216540336609,-0.006405536000966094,0.2,0.0027331957,0.9161187186837196,433.08697509765625,0.03896484375,0.0003,5050,-1.7135401789098978
124.8,9,41,9186,485.67936043000003,83968,0.569586455821991,1975.363230609894,-0.008572473505046219,0.2,0.006735036,0.9612576030194759,337.1756286621094,0.0470703125,0.0003,5060,-1.711419953778386
123.09,9,42,9410,529.1049126800001,86016,0.5715813636779785,4563.45945854187,-0.008042488162755036,0.2,0.0043601333,0.9224344789981842,693.925537109375,0.048779296875,0.0003,5070,-1.7100962318480015
124.74,9,43,9637,573.8144744599999,88064,0.5705599784851074,1064.659511566162,-0.009363284494611435,0.2,0.008488032,0.9657522924244404,274.5042724609375,0.088232421875,0.0003,5080,-1.714300436154008
129.48,9,44,9863,525.28808307,90112,0.5691748857498169,3611.0570116996764,-0.007964946652646177,0.2,0.006664491,0.9507758989930153,708.3394775390625,0.06591796875,0.0003,5090,-1.7069891881197692
127.37,9,45,10092,520.3286837300001,92160,0.5679987668991089,2448.8070092201233,-0.006430010829353705,0.2,0.0060523385,0.909855954349041,279.103515625,0.03564453125,0.0003,5100,-1.7030995365232229
124.72,9,46,10319,552.00542648,94208,0.5662893056869507,3952.012703704834,-0.0072311501906369815,0.2,0.0044690054,0.8975866809487343,1102.5782470703125,0.03427734375,0.0003,5110,-1.6978090211749077
129.18,9,47,10546,487.54366923999993,96256,0.5662645101547241,1006.3245312213897,-0.00789803457155358,0.2,0.008439014,0.9567446783185005,191.7779541015625,0.1009765625,0.0003,5120,-1.6955776538699865
130.81,9,48,10767,469.3109594600001,98304,0.5660525560379028,7484.405419921875,-0.0035606236502644605,0.2,0.00202221,0.8878650441765785,1472.322998046875,0.018115234375,0.0003,5130,-1.6955727435648442
132.6,9,49,10993,430.96304108,100352,0.5657389760017395,2618.6265201568604,-0.009209402234409936,0.2,0.0064625503,0.9086260199546814,709.8551635742188,0.06318359375,0.0003,5140,-1.6950787600129842
130.89,9,50,11220,455.45235007,102400,0.5664474964141846,2534.282715988159,-0.009195644524879754,0.2,0.006792594,0.950003057718277,958.2673950195312,0.063525390625,0.0003,5150,-1.6953391060233116
132.54,9,51,11447,458.23199152,104448,0.5617656707763672,3465.1464467048645,-0.008483395371877122,0.2,0.008315714,0.9514494426548481,6086.95556640625,0.056591796875,0.0003,5160,-1.6904685083776712
135.13,9,52,11670,413.18039396,106496,0.5587441921234131,2610.3172761917112,-0.007091261900495738,0.2,0.008697448,0.9402312077581882,634.3528442382812,0.05498046875,0.0003,5170,-1.6760799646377564
136.79,9,53,11897,418.71924616,108544,0.5597180128097534,3379.735025215149,-0.00794246802397538,0.2,0.0053767897,0.9486477226018906,1391.131103515625,0.037255859375,0.0003,5180,-1.6714585918933154
128.87,9,54,12126,438.9649365699999,110592,0.5545526742935181,1420.4406433105469,-0.009782281570369377,0.2,0.007486262,0.978479215875268,346.4754333496094,0.085595703125,0.0003,5190,-1.6645435944199563
124.3,9,55,12353,440.94185259000005,112640,0.5573596954345703,2032.0416217803954,-0.00677059633017052,0.2,0.007401444,0.9320117831230164,284.34783935546875,0.047021484375,0.0003,5200,-1.659015681222081
128.6,9,56,12580,407.34412755,114688,0.5584760904312134,6751.906995582581,-0.007257629671948962,0.2,0.005447573,0.9071347340941429,1378.8660888671875,0.03984375,0.0003,5210,-1.6681992847472429
124.91,9,57,12809,413.11212727,116736,0.5580540895462036,1289.5762034416198,-0.009365153024555184,0.2,0.009197269,0.9582784958183765,382.4944152832031,0.078271484375,0.0003,5220,-1.6708626389503478
118.58,9,58,13039,470.27832846999996,118784,0.5575724244117737,3036.0167951583862,-0.009532488920376636,0.2,0.007723535,0.9651223868131638,692.1627807617188,0.0724609375,0.0003,5230,-1.666392918676138
113.98,9,59,13269,440.60281382999995,120832,0.5573804974555969,4785.635910987854,-0.007669593482569325,0.2,0.0055427076,0.9283258989453316,1073.0184326171875,0.044091796875,0.0003,5240,-1.6667412895709277
117.64,9,60,13496,458.51588706999996,122880,0.5561169385910034,5064.997567749024,-0.00783183213789016,0.2,0.0043221894,0.9389168433845043,783.0374755859375,0.0302734375,0.0003,5250,-1.6643587239086628
117.21,9,61,13723,421.36759894000005,124928,0.5557764768600464,3261.096932220459,-0.007546317463857121,0.2,0.005504701,0.9419917315244675,447.4016418457031,0.04111328125,0.0003,5260,-1.6621449008584022
115.0,9,62,13954,444.85197057,126976,0.5557101368904114,6540.850937461853,-0.007372392702382058,0.2,0.0038436735,0.8853408619761467,1174.2974853515625,0.021826171875,0.0003,5270,-1.6606943029910326
114.95,9,63,14181,397.4711457700001,129024,0.5569335222244263,3185.408718109131,-0.005706236869446002,0.2,0.005367745,0.9379826039075851,1296.405029296875,0.040625,0.0003,5280,-1.662940251454711
117.23,9,64,14409,392.68353385999995,131072,0.555671215057373,6052.019770240784,-0.009137225079757626,0.2,0.005469498,0.9280955642461777,764.2510375976562,0.03701171875,0.0003,5290,-1.6636135686188935
122.7,9,65,14633,421.36070074,133120,0.55539470911026,5369.994167327881,-0.007863097642984939,0.2,0.003971598,0.9022629112005234,843.1884155273438,0.02763671875,0.0003,5300,-1.6608690328896045
118.46,9,66,14862,450.92234210000004,135168,0.5528770685195923,1847.0725382804872,-0.009748211302212439,0.2,0.006724146,0.960589025169611,253.1394805908203,0.048095703125,0.0003,5310,-1.655395045131445
122.3,9,67,15086,442.94773619000006,137216,0.553698718547821,2470.582874107361,-0.006550497561693192,0.2,0.00462885,0.9359507635235786,345.8670959472656,0.02412109375,0.0003,5320,-1.6520491510629653
124.23,9,68,15315,411.73278765000003,139264,0.5529814958572388,2591.3238943099977,-0.007995010001468471,0.2,0.005998982,0.9609315283596516,533.9711303710938,0.04052734375,0.0003,5330,-1.653021789714694
123.16,9,69,15545,496.92454233999996,141312,0.552241325378418,10772.668812942506,-0.005407360818935558,0.2,0.0024264709,0.8283197581768036,2971.235595703125,0.01123046875,0.0003,5340,-1.6493976008147002
121.77,9,70,15775,529.4051236,143360,0.5528539419174194,2031.8183569908142,-0.00906778270000359,0.2,0.007092713,0.9668329991400242,282.0992431640625,0.051904296875,0.0003,5350,-1.6504797656089067
118.95,9,71,16002,473.79706044000005,145408,0.5509375333786011,2017.0923295021057,-0.006273701909231022,0.2,0.0066671707,0.954398937523365,317.9429016113281,0.066064453125,0.0003,5360,-1.6466708056628705
122.71,9,72,16227,492.61136217,147456,0.550540566444397,3975.9390647888185,-0.00787344251293689,0.2,0.0061435015,0.9367134049534798,969.7511596679688,0.044580078125,0.0003,5370,-1.6430111918598413
119.3,9,73,16457,492.79533316,149504,0.5506443977355957,1487.2916940689088,-0.008937470444652717,0.2,0.007612888,0.9622563272714615,211.5856475830078,0.052392578125,0.0003,5380,-1.642882915213704
121.27,9,74,16681,501.04269332,151552,0.5499172210693359,6535.878876876831,-0.008265685391961597,0.2,0.0048956787,0.9073637276887894,1475.419921875,0.0271484375,0.0003,5390,-1.6418036915361882
