time/time_elapsed,train/actor_loss,train/ent_coef,train/critic_loss,rollout/ep_rew_mean,train/n_updates,time/fps,time/episodes,train/learning_rate,rollout/ep_len_mean,time/total_timesteps,train/ent_coef_loss
5493,56.98549270629883,0.17523662745952606,171.21435546875,143.48341906999997,851185,9,268,0.0003,172.81,51486,0.31071603298187256
5589,66.38629150390625,0.16934484243392944,155.2766571044922,84.48395688000001,852087,9,272,0.0003,176.12,52388,-0.1579028069972992
5646,13.287247657775879,0.16833430528640747,219.8580322265625,48.960346709999996,852610,9,276,0.0003,175.65,52911,0.28484299778938293
5683,36.53105545043945,0.16869249939918518,168.11297607421875,66.89232131,852930,9,280,0.0003,174.69,53231,0.1451975703239441
5754,97.16213989257812,0.17017319798469543,154.18328857421875,47.28210919000001,853589,9,284,0.0003,176.79,53890,-0.4992269277572632
5878,52.56182861328125,0.1725248396396637,321.6745300292969,36.12505191,854771,9,288,0.0003,181.64,55072,-0.5222318172454834
5964,78.56482696533203,0.17369921505451202,167.68359375,34.66528327999999,855586,9,292,0.0003,182.94,55887,-0.008053809404373169
6011,45.173423767089844,0.17764320969581604,182.97491455078125,48.660797379999984,856001,9,296,0.0003,178.49,56302,-0.30775362253189087
6050,24.18584442138672,0.1787983626127243,197.83062744140625,84.67502746,856342,9,300,0.0003,172.75,56643,-0.016498036682605743
6087,37.431549072265625,0.17777831852436066,489.6681213378906,146.74954391,856653,9,304,0.0003,170.04,56954,-0.11304308474063873
6165,11.125100135803223,0.17712651193141937,283.3326721191406,191.69646386,857380,9,308,0.0003,167.41,57681,-0.40119269490242004
6235,-18.14067268371582,0.17817436158657074,173.9622344970703,182.24037516999996,858032,9,312,0.0003,164.55,58333,0.3191676437854767
6290,8.129663467407227,0.17655225098133087,288.0072326660156,217.09046666000003,858532,9,316,0.0003,159.71,58833,0.5921758413314819
6335,-11.673063278198242,0.17449286580085754,256.727294921875,246.08937884,858933,9,320,0.0003,156.31,59234,0.2913549840450287
6429,22.626176834106445,0.17789174616336823,187.96641540527344,269.99331603999997,859816,9,324,0.0003,161.44,60117,-0.49512413144111633
6475,49.69156265258789,0.17754855751991272,188.5723114013672,282.22074255,860228,9,328,0.0003,157.16,60529,-0.05333416163921356
6551,39.872100830078125,0.17921839654445648,183.55078125,313.12121465,860934,9,332,0.0003,158.73,61235,0.05314686894416809
6644,-25.96521759033203,0.17878766357898712,240.18197631835938,324.03159925,861811,9,336,0.0003,160.74,62112,0.7240709066390991
6725,12.440475463867188,0.17721430957317352,206.56198120117188,339.9298813,862571,9,340,0.0003,160.6,62872,0.4593789279460907
6808,48.80564498901367,0.17608141899108887,158.12442016601562,341.56809481999994,863349,9,344,0.0003,161.14,63650,-0.0584319531917572
6894,3.1052398681640625,0.1774771511554718,200.349365234375,341.02987883000003,864153,9,348,0.0003,162.79,64454,0.4021519124507904
6940,7.422746658325195,0.17912167310714722,218.799072265625,389.08587916000005,864567,9,352,0.0003,158.94,64868,0.3444739580154419
7066,22.227703094482422,0.18371696770191193,362.6155700683594,366.36272740999993,865772,9,356,0.0003,167.1,66073,0.006132051348686218
7111,-3.72817325592041,0.1809876561164856,261.96417236328125,377.43284960999995,866176,9,360,0.0003,164.75,66477,0.4518049955368042
7183,35.910911560058594,0.17928491532802582,202.80014038085938,375.15845041999995,866843,9,364,0.0003,164.31,67144,-0.42381447553634644
7280,-11.15455436706543,0.18022362887859344,174.48403930664062,387.98692104,867763,9,368,0.0003,165.78,68064,0.5627814531326294
