rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/iterations,train/loss,train/clip_fraction,train/n_updates,train/entropy_loss,train/explained_variance,train/approx_kl,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/clip_range
622.21,180224,18576,9,-719.3289849500001,88,1847.1343994140625,0.016015625,870,-2.119418576359749,0.07015103101730347,0.005741819,0.0003,9334.219322013854,-0.004915729301865212,0.2
608.89,182272,18788,9,-687.70175194,89,569.41162109375,0.066552734375,880,-2.0941039852797987,0.4643822908401489,0.006136819,0.0003,807.7517941951752,-0.011420879341312685,0.2
610.95,184320,19000,9,-662.75643477,90,2396.959716796875,0.0001953125,890,-2.1420493111014367,0.1017264723777771,0.0037292577,0.0003,13858.628318214416,-0.003615626000100747,0.2
610.68,186368,19211,9,-627.3318034,91,829.21875,0.012109375,900,-2.12184851244092,0.09988975524902344,0.0056925593,0.0003,12362.418631744385,-0.006016799603821709,0.2
610.96,188416,19422,9,-620.7493214599999,92,1639.184814453125,0.0,910,-2.144056224822998,0.17134130001068115,0.0010137741,0.0003,9358.269152832032,-0.0026942321841488593,0.2
581.34,190464,19636,9,-576.1719304399999,93,298.7023010253906,0.020947265625,920,-2.158567081391811,0.05792266130447388,0.0073607564,0.0003,1280.3281414031983,-0.009001626490498894,0.2
577.91,192512,19849,9,-570.95430614,94,11941.34375,0.00498046875,930,-2.170326180756092,0.06079202890396118,0.00527949,0.0003,21725.640728378297,-0.004881952685536817,0.2
573.13,194560,20060,9,-562.5007345200002,95,586.0056762695312,0.00859375,940,-2.173994128406048,0.3987642526626587,0.0047966195,0.0003,3066.625217437744,-0.005363608131301589,0.2
566.03,196608,20270,9,-553.73574059,96,580.6709594726562,0.009375,950,-2.169990200549364,0.07770264148712158,0.0045443904,0.0003,7598.542563247681,-0.005331140506314114,0.2
531.9,198656,20487,9,-463.10702848,97,996.4736938476562,0.01044921875,960,-2.1573975451290606,0.11720854043960571,0.006188684,0.0003,4880.92267780304,-0.005013660564145539,0.2
532.07,200704,20696,9,-487.44651962999995,98,21207.365234375,0.009375,970,-2.2148844890296457,0.15375173091888428,0.004226434,0.0003,17637.80147628784,-0.0037991709250491112,0.2
527.53,202752,20909,9,-462.1373062300001,99,220.95606994628906,0.054052734375,980,-2.184278339892626,0.40331679582595825,0.007790564,0.0003,1544.540338420868,-0.010189810465089977,0.2
519.75,204800,21119,9,-402.4042628200001,100,7768.6767578125,0.0015625,990,-2.155763852596283,0.026508033275604248,0.004148228,0.0003,13862.286777496338,-0.004561548824131023,0.2
524.05,206848,21328,9,-397.6915442500001,101,4743.8974609375,0.0361328125,1000,-2.1558902710676193,0.09669595956802368,0.0070273597,0.0003,10359.107849502563,-0.007650790092884563,0.2
503.14,208896,21544,9,-374.3767747,102,256.869140625,0.00732421875,1010,-2.1105897083878515,0.2240104079246521,0.0050952113,0.0003,3606.40966091156,-0.006420336455630604,0.2
497.2,210944,21756,9,-329.84127368000003,103,3682.884033203125,0.06015625,1020,-2.1523842729628084,0.21477240324020386,0.008350842,0.0003,11818.497122383118,-0.008775282007991336,0.2
495.01,212992,21968,9,-277.65138046000004,104,9013.267578125,0.001220703125,1030,-2.112498677521944,0.3087553381919861,0.0026263332,0.0003,9746.2369556427,-0.002813600125955418,0.2
493.07,215040,22182,9,-208.70255604000002,105,5982.072265625,0.0001953125,1040,-2.1633711948990824,0.1743525266647339,0.002077091,0.0003,16228.59314956665,-0.0024293007067171858,0.2
468.74,217088,22396,9,-138.62829664999998,106,4330.685546875,0.000634765625,1050,-2.1625040851533415,0.3481752276420593,0.0035324066,0.0003,16125.778079605103,-0.003882209397852421,0.2
459.89,219136,22610,9,-79.33974466999999,107,2904.606689453125,0.011865234375,1060,-2.1545660831034184,0.4659115672111511,0.004204373,0.0003,12295.797232437133,-0.0033148786635138093,0.2
436.42,221184,22825,9,-17.81927327000001,108,3865.194091796875,0.000390625,1070,-2.119644420593977,0.3732879161834717,0.0027557933,0.0003,13512.433315849305,-0.0031800240831216797,0.2
423.39,223232,23036,9,41.79404079999998,109,2733.75439453125,0.00390625,1080,-2.1509951926767825,0.18655097484588623,0.003696224,0.0003,15728.436030960083,-0.005062530731083825,0.2
422.03,225280,23249,9,51.77603937999999,110,4042.281494140625,0.01044921875,1090,-2.0830024778842926,0.34965282678604126,0.0044643194,0.0003,8835.68927822113,-0.005711625851108693,0.2
398.79,227328,23465,9,84.55174581999998,111,4904.24169921875,0.005712890625,1100,-2.078307382762432,0.3744698762893677,0.004323041,0.0003,9132.35696144104,-0.004961138912040042,0.2
385.24,229376,23684,9,79.07949758000001,112,6567.7734375,4.8828125e-05,1110,-2.081143853068352,0.37429630756378174,0.0016447754,0.0003,15765.783182525634,-0.0020590453525073825,0.2
381.99,231424,23897,9,129.30910504000002,113,3674.582763671875,0.000439453125,1120,-2.143575909733772,0.4722563624382019,0.0022347104,0.0003,14699.831246948243,-0.002725468637072481,0.2
365.2,233472,24112,9,170.75803455000002,114,1289.416748046875,0.02373046875,1130,-2.0298025701195,0.49994969367980957,0.0061549004,0.0003,11523.811126327515,-0.005276077726739459,0.2
357.07,235520,24328,9,204.26792036999998,115,9105.015625,0.0177734375,1140,-2.099219251424074,0.37495559453964233,0.0074650217,0.0003,15252.481539154052,-0.0057206612342270095,0.2
313.63,237568,24548,9,185.59733128,116,8404.88671875,0.000146484375,1150,-2.117376062273979,0.45223915576934814,0.002743992,0.0003,16553.402461242677,-0.0032451442690216935,0.2
311.08,239616,24763,9,267.13775412,117,4096.07080078125,0.0,1160,-2.2117246873676777,0.3917567729949951,0.0027102318,0.0003,18538.912633514403,-0.0032396399532444776,0.2
291.12,241664,24981,9,271.64997799,118,6696.15673828125,0.006005859375,1170,-2.1665183827281,0.33668947219848633,0.002632435,0.0003,17102.677795410156,-0.0036083767481613904,0.2
278.78,243712,25199,9,277.30201424,119,13694.5791015625,0.0,1180,-2.2154996141791345,0.3121274709701538,0.003139249,0.0003,19504.222536468507,-0.0034475691732950508,0.2
268.29,245760,25415,9,250.45543042,120,4752.970703125,0.005810546875,1190,-2.2253100097179415,0.5216371119022369,0.0025486185,0.0003,18054.665942382813,-0.004243096655409317,0.2
271.02,247808,25630,9,206.81534311999997,121,3839.339599609375,0.018896484375,1200,-2.2172395631670954,0.34775060415267944,0.005682612,0.0003,13763.578658294678,-0.004151658703631256,0.2
254.47,249856,25848,9,234.68123398000003,122,2498.928466796875,0.0072265625,1210,-2.179955284297466,0.4489027261734009,0.0049268594,0.0003,10005.75788421631,-0.003907631359470543,0.2
250.2,251904,26065,9,260.2256104,123,6649.7705078125,0.0,1220,-2.2095369547605515,0.49349498748779297,0.00065096415,0.0003,15798.635682678223,-0.0016521711484529078,0.2
